generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,3.265838861465454,0.9999837875366211,2.7658469676971436,2.7658469676971436,0.2119266390800476,2.7658469676971436,5.298385143280029,0.0,7.660553932189941,0.40941938757896423,3.265838861465454,False
2,3.2867770195007324,0.9999827146530151,2.78678560256958,2.78678560256958,0.18921993672847748,2.78678560256958,5.299311637878418,0.0,7.5702619552612305,0.3693845272064209,3.2867770195007324,False
3,3.3603832721710205,0.9999747276306152,2.860395908355713,2.860395908355713,0.296939492225647,2.860395908355713,4.894372463226318,0.0,7.8285675048828125,0.28840306401252747,3.3603832721710205,True
4,3.376429319381714,0.9999755620956421,2.876441478729248,2.876441478729248,0.2485155314207077,2.876441478729248,5.017622947692871,0.0,7.825873374938965,0.3146577775478363,3.376429319381714,True
5,3.399110794067383,0.9999754428863525,2.899123191833496,2.899123191833496,0.24618637561798096,2.899123191833496,4.96945333480835,0.0,7.829184055328369,0.2970171272754669,3.399110794067383,True
6,3.4534616470336914,0.9999798536300659,2.9534716606140137,2.9534716606140137,0.2483932375907898,2.9534716606140137,5.073350429534912,0.0,7.733868598937988,0.2817836403846741,3.4534616470336914,True
7,3.4806315898895264,0.9999712705612183,2.9806458950042725,2.9806458950042725,0.26471343636512756,2.9806458950042725,5.150235176086426,0.0,7.856530666351318,0.2957271337509155,3.4806315898895264,True
8,3.4806315898895264,0.9999712705612183,2.9806458950042725,2.9806458950042725,0.26471343636512756,2.9806458950042725,5.150235176086426,0.0,7.856530666351318,0.2957271337509155,3.4806315898895264,True
9,3.4961118698120117,0.9999778270721436,2.9961228370666504,2.9961228370666504,0.24524791538715363,2.9961228370666504,4.992005348205566,0.0,7.900228977203369,0.44847965240478516,3.4961118698120117,True
10,3.536367416381836,0.9999815225601196,3.036376714706421,3.036376714706421,0.24062831699848175,3.036376714706421,4.943542957305908,0.0,7.842175483703613,0.40890657901763916,3.536367416381836,True
11,3.5718696117401123,0.9999771118164062,3.071881055831909,3.071881055831909,0.23993457853794098,3.071881055831909,5.0523529052734375,0.0,7.968493461608887,0.4229809641838074,3.5718696117401123,True
12,3.5953750610351562,0.9999821186065674,3.095384120941162,3.095384120941162,0.2474311888217926,3.095384120941162,4.9445977210998535,0.0,7.883668422698975,0.4244059920310974,3.5953750610351562,True
