generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.6594982147216797,0.8540454506874084,3.232475519180298,3.2969162464141846,0.2577633559703827,3.232475519180298,6.249819278717041,0.10063700377941132,True
2,3.682529926300049,0.8810222744941711,3.242018699645996,3.3152313232421875,0.29285070300102234,3.242018699645996,5.697454452514648,0.0,True
3,3.682529926300049,0.8810222744941711,3.242018699645996,3.3152313232421875,0.29285070300102234,3.242018699645996,5.697454452514648,0.0,True
4,3.742568254470825,0.9574841856956482,3.2638261318206787,3.3199901580810547,0.22465619444847107,3.2638261318206787,6.360459327697754,0.19586320221424103,True
5,3.742568254470825,0.9574841856956482,3.2638261318206787,3.3199901580810547,0.22465619444847107,3.2638261318206787,6.360459327697754,0.19586320221424103,True
6,3.7738053798675537,0.9638322591781616,3.291889190673828,3.3655948638916016,0.2948230803012848,3.291889190673828,5.833297252655029,0.0,True
7,3.805962562561035,0.9334592223167419,3.339232921600342,3.394519090652466,0.22114451229572296,3.339232921600342,6.393816947937012,0.22457359731197357,True
8,3.8471920490264893,0.967616617679596,3.3633837699890137,3.4176430702209473,0.21703681349754333,3.3633837699890137,6.579703330993652,0.3845631778240204,True
9,3.8771815299987793,0.9668682813644409,3.393747329711914,3.449979305267334,0.22492830455303192,3.393747329711914,6.40779972076416,0.2366083562374115,True
10,3.9362635612487793,0.9722317457199097,3.4501476287841797,3.5110678672790527,0.24368108808994293,3.4501476287841797,6.522831916809082,0.3356148302555084,True
11,4.01893949508667,0.8018327951431274,3.618023157119751,3.694167375564575,0.30457717180252075,3.5,5.938086986541748,0.0,True
12,4.01893949508667,0.8018327951431274,3.618023157119751,3.694167375564575,0.30457717180252075,3.5,5.938086986541748,0.0,True
