generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.2339015007019043,2.2546701431274414,3.6594982147216797,3.6594982147216797,3.1094555854797363,2.2155697345733643,2.2155697345733643,3.232475519180298,3.232475519180298,2.7480645179748535,0.5634394884109497,0.8540454506874084,5.4986677169799805,6.249819278717041,4,0.13333333333333333,0
2,60,10.883236646652222,3.022714853286743,3.682529926300049,3.682529926300049,3.5592949390411377,2.760922431945801,2.760922431945801,3.242018699645996,3.242018699645996,3.1401352882385254,0.7399582266807556,0.8810222744941711,5.7850236892700195,5.697454452514648,13,0.43333333333333335,0
3,90,24.289347648620605,3.365692615509033,3.682529926300049,3.682529926300049,3.655773639678955,3.046442747116089,3.046442747116089,3.242018699645996,3.242018699645996,3.2222702503204346,0.7791568040847778,0.8810222744941711,5.868846416473389,5.697454452514648,17,0.5666666666666667,1
4,120,38.69757437705994,3.4831275939941406,3.742568254470825,3.742568254470825,3.6728737354278564,3.2089877128601074,3.2089877128601074,3.2638261318206787,3.2638261318206787,3.230664014816284,0.7347537875175476,0.9574841856956482,6.086832523345947,6.360459327697754,18,0.6,0
5,150,41.68932318687439,3.5698859691619873,3.742568254470825,3.742568254470825,3.705160617828369,3.233910322189331,3.233910322189331,3.2638261318206787,3.2638261318206787,3.247901201248169,0.7925240397453308,0.9574841856956482,6.135438442230225,6.360459327697754,22,0.7333333333333333,1
6,180,56.59458136558533,3.6820266246795654,3.7738053798675537,3.7738053798675537,3.7465176582336426,3.251847743988037,3.251847743988037,3.291889190673828,3.291889190673828,3.279970645904541,0.8930281400680542,0.9638322591781616,6.189516544342041,5.833297252655029,27,0.9,0
7,210,70.72367525100708,3.7079672813415527,3.805962562561035,3.805962562561035,3.784011125564575,3.2860865592956543,3.2860865592956543,3.339232921600342,3.339232921600342,3.315997362136841,0.8898800015449524,0.9334592223167419,6.217496871948242,6.393816947937012,26,0.8666666666666667,0
8,240,84.52072739601135,3.7469265460968018,3.8471920490264893,3.8471920490264893,3.8063011169433594,3.308934211730957,3.308934211730957,3.3633837699890137,3.3633837699890137,3.3361358642578125,0.9022618532180786,0.967616617679596,6.324313640594482,6.579703330993652,27,0.9,0
9,270,100.09007859230042,3.80505108833313,3.8771815299987793,3.8771815299987793,3.846015453338623,3.339503288269043,3.3382880687713623,3.393747329711914,3.393747329711914,3.3762519359588623,0.9347000122070312,0.9668682813644409,6.4365458488464355,6.40779972076416,27,0.9,0
10,300,116.39096403121948,3.8379781246185303,3.9362635612487793,3.9362635612487793,3.8785033226013184,3.366748094558716,3.3649415969848633,3.4501476287841797,3.4501476287841797,3.422161102294922,0.9467000365257263,0.9722317457199097,6.4627203941345215,6.522831916809082,28,0.9333333333333333,0
11,330,132.1263723373413,3.8785018920898438,4.01893949508667,4.01893949508667,3.9299798011779785,3.4104554653167725,3.4035656452178955,3.618023157119751,3.618023157119751,3.45630145072937,0.9426143765449524,0.8018327951431274,6.440464496612549,5.938086986541748,27,0.9,0
12,360,149.00437545776367,3.8873395919799805,4.01893949508667,4.01893949508667,3.9492812156677246,3.440962076187134,3.4278690814971924,3.618023157119751,3.618023157119751,3.4800732135772705,0.9211685657501221,0.8018327951431274,6.435006141662598,5.938086986541748,27,0.9,1
