generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,3,ga_mutation_crossover,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,True,3.988306999206543,0.999957799911499,3.488328218460083,3.6315245628356934,0.572785496711731,3.488328218460083,5.416859149932861,0.0,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,True,1.0,pass,,331.28400000000005,116.24999999999999,2,5,7,-0.7001999999999979,3,4,24,9,0.25,0,True,ok,0.9990434050559998,3.1140975952148438,3.2161002159118652,0.4080108106136322,3.1140975952148438,5.1639404296875,0.0,3.613619327545166,0.0,not_used,,3.613619327545166,True,pass,1
final,17,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)CN(CCc1ccccc1)C(=O)c1ccccc1,True,4.079545021057129,0.9999626874923706,3.579563856124878,3.7220358848571777,0.5698882341384888,3.5,5.315722942352295,0.0,COC(=O)C(Cc1ccccc1)CN(CCc1ccccc1)C(=O)c1ccccc1,True,0.88,pass,,401.5060000000001,46.61,0,3,3,4.403400000000004,9,3,30,4,0.6,0,True,ok,0.9993896484375,3.1589372158050537,3.256148099899292,0.38884344696998596,3.1589372158050537,6.1431379318237305,0.008817993104457855,3.6586320400238037,0.0,not_used,,3.5986320400238037,True,pass,2
final,1,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)CN(CCc1ccccc1)C(=O)c1ccccc1,True,4.069541931152344,0.99996018409729,3.5695619583129883,3.7043228149414062,0.5390434265136719,3.5,5.347660064697266,0.0,COC(=O)C(Cc1ccccc1)CN(CCc1ccccc1)C(=O)c1ccccc1,True,0.88,pass,,401.5060000000001,46.61,0,3,3,4.403400000000004,9,3,30,4,0.6,0,True,ok,0.9994350075721741,3.147890567779541,3.2481486797332764,0.4010322391986847,3.147890567779541,5.847691535949707,0.0,3.6476080417633057,0.0,not_used,,3.5876080417633056,True,pass,3
final,8,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,True,4.086453437805176,0.9999289512634277,3.586489200592041,3.7179741859436035,0.52593994140625,3.5,5.4867143630981445,0.0,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,True,1.0,pass,,390.39200000000017,130.07999999999998,2,6,8,0.1268000000000007,9,2,28,9,0.21428571428571427,0,True,ok,0.9999704360961914,3.0550432205200195,3.1839194297790527,0.5155048370361328,3.0550432205200195,5.751447677612305,0.0,3.5550284385681152,0.0,not_used,,3.5550284385681152,True,pass,4
final,0,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)=C(c1cccnc1)N1c2ccc(cc2)S1(=O)=O,True,4.071237564086914,0.9999666213989258,3.5712544918060303,3.7027275562286377,0.5258920788764954,3.5,5.460669040679932,0.0,COC(=O)C(Cc1ccccc1)=C(c1cccnc1)N1c2ccc(cc2)S1(=O)=O,True,1.0,pass,,406.46300000000014,76.57,0,5,5,3.417300000000002,5,5,29,7,0.6206896551724138,0,True,ok,0.9988381266593933,2.9333417415618896,3.0156679153442383,0.32930469512939453,2.9333417415618896,5.990897178649902,0.0,3.432760715484619,0.0,not_used,,3.432760715484619,True,pass,5
final,2,ga_mutation_crossover,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,True,4.060527801513672,0.9999529123306274,3.560551166534424,3.6957576274871826,0.5408262610435486,3.5,5.361994743347168,0.0,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,True,1.0,pass,,331.28400000000005,116.24999999999999,2,5,7,-0.7001999999999979,3,4,24,9,0.25,0,True,ok,0.9993670582771301,2.9295237064361572,3.0285308361053467,0.3960287272930145,2.9295237064361572,5.423670768737793,0.0,3.4292073249816895,0.0,not_used,,3.4292073249816895,True,pass,6
final,14,ga_mutation_crossover,COC(=O)C1(Cc2ccccc2)N(C(=O)Cc2ccccc2)n2c(=O)n1c1ccc(Cl)cc12,True,3.9906842708587646,0.9999637603759766,3.4907023906707764,3.621802568435669,0.5244004726409912,3.4907023906707764,5.437211513519287,0.0,COC(=O)C1(Cc2ccccc2)N(C(=O)Cc2ccccc2)n2c(=O)n1c1ccc(Cl)cc12,True,1.0,pass,,461.90500000000014,73.53999999999999,0,6,6,3.245800000000002,5,5,33,8,0.6363636363636364,1,True,ok,0.9668967723846436,2.924802303314209,3.061763286590576,0.5478435158729553,2.924802303314209,6.172907829284668,0.03444049134850502,3.4082508087158203,0.0,not_used,,3.4082508087158203,True,pass,7
final,11,ga_mutation_crossover,COC(=O)C1(Cc2ccccc2)NC(=O)C2C(C(=O)O)C1(C)NC(=O)N2C,True,4.00826358795166,0.9999475479125977,3.5082895755767822,3.6330814361572266,0.499167263507843,3.5,5.413973808288574,0.0,COC(=O)C1(Cc2ccccc2)NC(=O)C2C(C(=O)O)C1(C)NC(=O)N2C,True,1.0,pass,,375.38100000000014,125.04,3,5,8,-0.24619999999999842,4,3,27,9,0.2222222222222222,0,True,ok,0.9812823534011841,2.8609392642974854,2.9664816856384277,0.4221692383289337,2.8609392642974854,6.126560211181641,0.0,3.3515803813934326,0.0,not_used,,3.3515803813934326,True,pass,8
final,18,ga_mutation_crossover,CCCCC(C=O)c1cccnc1C(=O)N1CCC(C)CC1,True,4.028707027435303,0.9999666213989258,3.52872371673584,3.659405469894409,0.5227267742156982,3.5,5.429921627044678,0.0,CCCCC(C=O)c1cccnc1C(=O)N1CCC(C)CC1,True,1.0,pass,,302.41800000000006,50.27,0,3,3,3.426400000000002,6,2,22,4,0.2727272727272727,0,True,ok,0.9996583461761475,2.784740686416626,2.9059879779815674,0.4849890172481537,2.784740686416626,6.027651786804199,0.0,3.28456974029541,0.0,not_used,,3.28456974029541,True,pass,9
final,13,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,True,4.055696964263916,0.9999613761901855,3.5557162761688232,3.6808037757873535,0.5003501772880554,3.5,5.329477787017822,0.0,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,True,1.0,pass,,390.39200000000017,130.07999999999998,2,6,8,0.1268000000000007,9,2,28,9,0.21428571428571427,0,True,ok,0.9999445676803589,2.7228007316589355,2.8317153453826904,0.43565866351127625,2.7228007316589355,6.036049842834473,0.0,3.2227730751037598,0.0,not_used,,3.2227730751037598,True,pass,10
