generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,9.798250198364258,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
2,9.936575889587402,0.999832272529602,2.573981761932373,2.573981761932373,0.09827697277069092,2.573981761932373,5.6517815589904785,0.0,9.436659812927246,0.46147793531417847,3.0738978385925293,False
3,10.265024185180664,0.9999430179595947,2.515260696411133,2.515260696411133,0.15556538105010986,2.515260696411133,5.506044864654541,0.0,9.765052795410156,0.4800550937652588,3.0152320861816406,False
4,10.299283981323242,0.9998069405555725,2.2486186027526855,2.2486186027526855,0.24904434382915497,2.2486186027526855,5.4209489822387695,0.0,9.7993803024292,0.30215582251548767,2.7485220432281494,False
5,10.305785179138184,0.9999593496322632,2.3981595039367676,2.3981595039367676,0.13090723752975464,2.3981595039367676,5.349262714385986,0.0,9.805805206298828,0.3857952654361725,2.898139238357544,False
6,10.455711364746094,0.999832034111023,2.336132764816284,2.336132764816284,0.24826955795288086,2.336132764816284,5.5367326736450195,0.0,9.955795288085938,0.28218263387680054,2.8360488414764404,False
7,10.559417724609375,0.9999077320098877,2.6135659217834473,2.6135659217834473,0.1511627435684204,2.6135659217834473,5.509439468383789,0.0,10.059463500976562,0.42819228768348694,3.1135196685791016,False
8,10.647969245910645,0.9998181462287903,2.3429226875305176,2.3429226875305176,0.25754761695861816,2.3429226875305176,5.528658866882324,0.0,10.148059844970703,0.2544713318347931,2.84283185005188,False
9,10.69914722442627,0.9999381303787231,2.5522987842559814,2.5522987842559814,0.18138284981250763,2.5522987842559814,5.6399335861206055,0.0,10.199177742004395,0.47854405641555786,3.0522677898406982,False
10,10.813067436218262,0.999832034111023,2.398669958114624,2.398669958114624,0.32921212911605835,2.398669958114624,5.584503173828125,0.0,10.313151359558105,0.26812097430229187,2.8985860347747803,False
11,10.824666023254395,0.9999518394470215,2.5418219566345215,2.5418219566345215,0.20474110543727875,2.5418219566345215,5.758130073547363,0.0,10.324689865112305,0.5326794385910034,3.0417978763580322,False
12,10.881818771362305,0.9999234676361084,2.506251335144043,2.506251335144043,0.20835401117801666,2.506251335144043,5.7126970291137695,0.0,10.381856918334961,0.5521898865699768,3.0062131881713867,False
