generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.5673108100891113,0.9966678023338318,3.068976879119873,3.1627016067504883,0.3748990297317505,3.068976879119873,6.235888957977295,0.08864738792181015,True
2,3.5673108100891113,0.9966678023338318,3.068976879119873,3.1627016067504883,0.3748990297317505,3.068976879119873,6.235888957977295,0.08864738792181015,True
3,4.0230512619018555,0.9954524636268616,3.525325059890747,3.585994005203247,0.24267612397670746,3.5,5.576077938079834,0.0,True
4,4.0614542961120605,0.9955808520317078,3.563663959503174,3.614950180053711,0.20514504611492157,3.5,5.555425643920898,0.0,True
5,4.221701145172119,0.9943757057189941,3.724513292312622,3.7658753395080566,0.16544853150844574,3.5,5.555050373077393,0.0,True
6,4.227573871612549,0.9981246590614319,3.728511333465576,3.771941661834717,0.17372164130210876,3.5,5.706666946411133,0.0,True
7,4.320946216583252,0.9990399479866028,3.8214261531829834,3.865614414215088,0.1767532378435135,3.5,5.69057035446167,0.0,True
8,4.327863693237305,0.996545135974884,3.8295910358428955,3.8979477882385254,0.27342674136161804,3.5,6.144693374633789,0.010156739503145218,True
9,4.37335205078125,0.996407687664032,3.875148057937622,3.955242872238159,0.3203790783882141,3.5,6.19765567779541,0.055740587413311005,True
10,4.463894367218018,0.9987799525260925,3.9645042419433594,4.035811424255371,0.2852284014225006,3.5,5.83730936050415,0.0,True
11,4.468281269073486,0.9983021020889282,3.969130039215088,4.0123209953308105,0.17276345193386078,3.5,5.751842975616455,0.0,True
12,4.529556751251221,0.9990781545639038,4.030017852783203,4.104006767272949,0.2959549129009247,3.5,5.727475166320801,0.0,True
