generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,docking_score_reencoded,docking_score_std_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,25,ga_mutation_crossover,CC(C)C1CC(C)(O)Oc2c1ccc(OC13CC4OC1C(O)C(O)C3O4)c2Br,True,10.631115913391113,0.9956243634223938,2.636259078979492,2.636259078979492,0.2614104449748993,2.636259078979492,5.7145915031433105,0.0,10.631115913391113,0.2998078763484955,3.1340713500976562,CC(C)C1CC(C)(O)Oc2c1ccc(OC13CC4OC1C(O)C(O)C3O4)c2Br,True,1.0,pass,,457.31700000000006,97.61000000000001,3,7,10,2.0465,3,5,28,8,0.21428571428571427,1,True,ok,0.03506392985582352,2.3530068397521973,2.3530068397521973,0.14219172298908234,2.3530068397521973,8.378853797912598,1.9873231649398804,12.061563491821289,0.28607049584388733,12.061563491821289,0.0,not_used,,12.061563491821289,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,1
final,13,ga_mutation_crossover,Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC23OCC=C(CC(O)C2O)O3)c1,True,10.771235466003418,0.9929022192955017,2.564720869064331,2.564720869064331,0.27621856331825256,2.564720869064331,5.6289472579956055,0.0,10.771235466003418,0.35772785544395447,3.0611720085144043,Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC23OCC=C(CC(O)C2O)O3)c1,True,1.0,pass,,442.41700000000026,167.53,6,11,17,-1.7374799999999995,5,4,31,11,0.1935483870967742,0,True,ok,0.7575958967208862,1.7722504138946533,1.7722504138946533,0.25914037227630615,1.7722504138946533,5.994182109832764,0.0,10.705341339111328,0.6421619653701782,10.705341339111328,0.0,not_used,,10.705341339111328,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,2
final,23,ga_mutation_crossover,CC1OC2OC3=C1C(OC(=O)C(=C1Cc4cc(F)cc(F)c4O1)c1ccccc1)=C2C(O)C3O,True,10.473882675170898,0.9954185485839844,2.619032382965088,2.619032382965088,0.2782468795776367,2.619032382965088,5.705155372619629,0.0,10.473882675170898,0.39100924134254456,3.11674165725708,CC1OC2OC3=C1C(OC(=O)C(=C1Cc4cc(F)cc(F)c4O1)c1ccccc1)=C2C(O)C3O,True,0.96,pass,,468.4080000000001,94.45000000000002,2,7,9,2.872800000000001,3,8,34,9,0.35294117647058826,2,True,ok,0.01966151036322117,2.5420024394989014,2.5420024394989014,0.16743290424346924,2.5420024394989014,8.627738952636719,2.2003767490386963,10.69756031036377,0.24521008133888245,10.69756031036377,0.0,not_used,,10.67756031036377,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,3
final,16,ga_mutation_crossover,COCCC=C(Oc1cc(O)cc(Br)c1)C(=O)Nc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1,True,10.415682792663574,0.983932614326477,2.6096558570861816,2.6096558570861816,0.3094261884689331,2.6096558570861816,5.915261268615723,0.0,10.415682792663574,0.4436582028865814,3.1016221046447754,COCCC=C(Oc1cc(O)cc(Br)c1)C(=O)Nc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1,True,1.0,pass,,586.3880000000004,187.39999999999998,7,11,18,0.9768999999999988,10,3,37,13,0.32432432432432434,1,True,ok,0.514881432056427,2.623298168182373,2.623298168182373,0.1944112628698349,2.623298168182373,6.918374538421631,0.7371068596839905,10.344114303588867,0.6861981153488159,10.344114303588867,0.0,not_used,,10.344114303588867,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,4
final,28,ga_mutation_crossover,CC(O)=CC(=O)C=C1C=Cc2c(c(=O)n(C34OCC(O3)C(O)C4O)[nH]c2=O)O1,True,10.301706314086914,0.9901512861251831,2.6063072681427,2.6063072681427,0.26061317324638367,2.6063072681427,5.7081499099731445,0.0,10.301706314086914,0.38858187198638916,3.1013829708099365,CC(O)=CC(=O)C=C1C=Cc2c(c(=O)n(C34OCC(O3)C(O)C4O)[nH]c2=O)O1,True,1.0,pass,,392.32000000000005,160.31,4,10,14,-1.3819,3,4,28,11,0.21428571428571427,0,True,ok,0.07392646372318268,2.1843338012695312,2.1843338012695312,0.27208513021469116,2.1843338012695312,7.559051513671875,1.2855465412139893,10.106117248535156,0.5651968717575073,10.106117248535156,0.0,not_used,,10.106117248535156,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,5
final,9,ga_mutation_crossover,O=CC(=NOC1C(=O)N2C3COC45OC2C1(O4)C3(O)C5O)c1ccccc1,True,10.458086013793945,0.9816818833351135,2.655365467071533,2.655365467071533,0.2700984477996826,2.655365467071533,5.712467193603516,0.0,10.458086013793945,0.4116232395172119,3.1462063789367676,O=CC(=NOC1C(=O)N2C3COC45OC2C1(O4)C3(O)C5O)c1ccccc1,True,1.0,pass,,374.305,127.12000000000002,2,9,11,-1.8994999999999973,4,6,27,10,0.2222222222222222,0,True,ok,0.47649121284484863,2.806471109390259,2.806471109390259,0.27907589077949524,2.806471109390259,7.49666690826416,1.2321434020996094,9.978400230407715,0.7309709787368774,9.978400230407715,0.0,not_used,,9.978400230407715,False,p_sweet_reencoded_low;d_ood_reencoded_high,6
final,21,ga_mutation_crossover,CC1CC(OC2OC(CO)C(O)C(O)C2O)C2OC34OCC=C(CC(O)C3OC2O1)O4,True,10.589265823364258,0.9969320297241211,2.537262201309204,2.537262201309204,0.2748788595199585,2.537262201309204,5.708053112030029,0.0,10.589265823364258,0.3519211411476135,3.0357282161712646,CC1CC(OC2OC(CO)C(O)C(O)C2O)C2OC34OCC=C(CC(O)C3OC2O1)O4,True,1.0,pass,,448.4210000000003,165.76,5,12,17,-2.5604999999999967,3,5,31,12,0.0,0,True,ok,0.9990507960319519,2.417219877243042,2.417219877243042,0.17176789045333862,2.417219877243042,6.281391620635986,0.19182941317558289,9.86512279510498,0.4163529872894287,9.86512279510498,0.0,not_used,,9.86512279510498,False,pred_logsw_reencoded_low,7
final,2,ga_mutation_crossover,N#Cc1ccc(OC23OCC=C(CC4OC5(OC(CO)C(O)C(O)C5O)OC42)O3)cc1,True,10.555183410644531,0.9952676296234131,2.5718560218811035,2.5718560218811035,0.2535279095172882,2.5718560218811035,5.682192802429199,0.0,10.555183410644531,0.3812221586704254,3.0694899559020996,N#Cc1ccc(OC23OCC=C(CC4OC5(OC(CO)C(O)C(O)C5O)OC42)O3)cc1,True,1.0,pass,,435.38500000000005,160.09,4,11,15,-1.1631200000000002,3,5,31,11,0.1935483870967742,0,True,ok,0.7410969734191895,2.375213146209717,2.375213146209717,0.40274593234062195,2.375213146209717,6.924258232116699,0.7421435117721558,9.761192321777344,0.6758286952972412,9.761192321777344,0.0,not_used,,9.761192321777344,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,8
final,19,ga_mutation_crossover,CCCCOC1(OC2C3OC4(OCC=C3O4)C2O)OC(CO)C(O)C(O)C1O,True,10.469220161437988,0.9968191385269165,2.6948180198669434,2.6948180198669434,0.21850498020648956,2.6948180198669434,5.77099609375,0.0,10.469220161437988,0.4552622139453888,3.193227529525757,CCCCOC1(OC2C3OC4(OCC=C3O4)C2O)OC(CO)C(O)C(O)C1O,True,1.0,pass,,406.38400000000007,156.53,5,11,16,-2.3262999999999967,7,4,28,11,0.0,0,True,ok,0.9998825788497925,0.6005428433418274,0.6005428433418274,0.38370317220687866,0.6005428433418274,5.9324235916137695,0.0,9.732622146606445,0.4842503070831299,9.732622146606445,0.0,not_used,,9.732622146606445,False,pred_logsw_reencoded_low,9
final,7,ga_mutation_crossover,OCC1OC(Oc2ccc(C3=C4COC56OC(O3)C(O5)C4(O)C6O)cc2)C(O)C(O)C1O,True,10.4916353225708,0.9943224191665649,2.689037322998047,2.689037322998047,0.23448681831359863,2.689037322998047,5.729607582092285,0.0,10.4916353225708,0.3978208005428314,3.1861984729766846,OCC1OC(Oc2ccc(C3=C4COC56OC(O3)C(O5)C4(O)C6O)cc2)C(O)C(O)C1O,True,1.0,pass,,454.384,176.76,6,12,18,-2.862299999999999,4,6,32,12,0.1875,0,True,ok,0.9986956715583801,1.0487464666366577,1.0487464666366577,0.46634626388549805,1.0487464666366577,6.903024196624756,0.7239664793014526,9.729533195495605,0.36033281683921814,9.729533195495605,0.0,not_used,,9.729533195495605,False,pred_logsw_reencoded_low,10
