generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,mean_docking_score,best_docking_score,mean_gated_base_score,best_gated_base_score,success_count,success_rate,no_improve
1,30,0.25543665885925293,7.623751163482666,9.299211502075195,9.299211502075195,8.884777069091797,1.884840488433838,1.884840488433838,1.8402456045150757,1.8402456045150757,2.0396695137023926,0.8013492226600647,0.9980766773223877,5.2480621337890625,5.902712821960449,7.623751163482666,9.299211502075195,2.159276247024536,2.3392839431762695,0,0.0,0
2,60,0.31986260414123535,8.620251655578613,9.38070011138916,9.38070011138916,9.303226470947266,2.0945241451263428,2.0945241451263428,2.4799702167510986,2.4799702167510986,2.2234835624694824,0.8939383029937744,0.9997615218162537,5.677969932556152,6.474337577819824,8.620251655578613,9.38070011138916,2.477080821990967,2.979851007461548,0,0.0,0
3,90,0.3792917728424072,9.152121543884277,9.73552131652832,9.73552131652832,9.480483055114746,2.1855504512786865,2.1855504512786865,2.6276497840881348,2.6276497840881348,2.3977417945861816,0.8206102252006531,0.8319910764694214,6.386748790740967,5.959678649902344,9.152121543884277,9.73552131652832,2.485440969467163,2.9892382621765137,0,0.0,0
4,120,0.44495654106140137,9.395440101623535,9.831619262695312,9.831619262695312,9.636802673339844,2.3884694576263428,2.3884694576263428,2.6409828662872314,2.6409828662872314,2.3953330516815186,0.7628353238105774,0.8472222685813904,6.598729133605957,5.99716854095459,9.395440101623535,9.831619262695312,2.6227757930755615,3.022371768951416,0,0.0,0
5,150,0.5068631172180176,9.62380599975586,10.085372924804688,10.085372924804688,9.825958251953125,2.3962278366088867,2.3962278366088867,2.6454274654388428,2.6454274654388428,2.5033531188964844,0.842194676399231,0.9838233590126038,6.262746334075928,5.618988990783691,9.62380599975586,10.085372924804688,2.723886251449585,3.1373391151428223,0,0.0,0
6,180,0.562373161315918,9.812386512756348,10.107778549194336,10.107778549194336,9.997028350830078,2.460883617401123,2.460883617401123,2.3339431285858154,2.6454274654388428,2.4800922870635986,0.8902740478515625,0.9980936646461487,5.972455024719238,5.400125503540039,9.812386512756348,10.107778549194336,2.858293056488037,2.8329899311065674,0,0.0,0
7,210,0.6272013187408447,9.990517616271973,10.233244895935059,10.233244895935059,10.128244400024414,2.4897749423980713,2.4897749423980713,2.668113946914673,2.668113946914673,2.5562169551849365,0.9502645134925842,0.8300046324729919,5.737733364105225,6.01662540435791,9.990517616271973,10.233244895935059,2.9484751224517822,3.0271201133728027,0,0.0,0
8,240,0.6908018589019775,10.119691848754883,10.409636497497559,10.409636497497559,10.235857009887695,2.5634357929229736,2.5634357929229736,2.672504425048828,2.672504425048828,2.6428163051605225,0.9534716010093689,0.9928231239318848,5.717482566833496,5.658094882965088,10.119691848754883,10.409636497497559,3.028942584991455,3.1689159870147705,0,0.0,0
9,270,0.7603466510772705,10.245884895324707,10.514490127563477,10.514490127563477,10.37062931060791,2.6318016052246094,2.6318016052246094,2.623551607131958,2.672504425048828,2.6606502532958984,0.9140790700912476,0.9929492473602295,5.842928409576416,5.654666900634766,10.245884895324707,10.514490127563477,3.0605063438415527,3.120026111602783,0,0.0,0
10,300,0.8273193836212158,10.331337928771973,10.582908630371094,10.582908630371094,10.44726276397705,2.650832176208496,2.650832176208496,2.561396837234497,2.672504425048828,2.6459193229675293,0.947488009929657,0.9962528944015503,5.822227954864502,5.677696228027344,10.331337928771973,10.582908630371094,3.1131491661071777,3.059523344039917,0,0.0,0
11,330,0.8926002979278564,10.420927047729492,10.595067977905273,10.595067977905273,10.523576736450195,2.6470818519592285,2.6470818519592285,2.573559284210205,2.672504425048828,2.623053789138794,0.9769780039787292,0.9970537424087524,5.782127857208252,5.739387035369873,10.420927047729492,10.595067977905273,3.132824420928955,3.0720860958099365,0,0.0,0
12,360,0.953261137008667,10.512070655822754,10.771235466003418,10.771235466003418,10.622135162353516,2.6206672191619873,2.6206672191619873,2.564720869064331,2.672504425048828,2.584258794784546,0.9905720949172974,0.9929022192955017,5.756158828735352,5.6289472579956055,10.512070655822754,10.771235466003418,3.115952968597412,3.0611720085144043,0,0.0,0
