generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,9.299211502075195,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
2,9.360197067260742,0.9997952580451965,2.4435818195343018,2.4435818195343018,0.14848509430885315,2.4435818195343018,6.536881446838379,0.4105367660522461,9.360197067260742,0.6329301595687866,2.943479537963867,False
3,9.785848617553711,0.5309260487556458,2.5806381702423096,2.5806381702423096,0.2562558352947235,2.5806381702423096,6.524044036865234,0.3995475172996521,9.785848617553711,0.4116680324077606,2.550842046737671,False
4,9.790268898010254,0.576619565486908,2.534041166305542,2.534041166305542,0.2673756778240204,2.534041166305542,6.501125335693359,0.3799283802509308,9.790268898010254,0.4200996160507202,2.5636465549468994,False
5,9.994041442871094,0.8061730861663818,2.649794101715088,2.649794101715088,0.22414784133434296,2.649794101715088,6.299986839294434,0.20774750411510468,9.994041442871094,0.401919424533844,2.9778192043304443,False
6,10.030065536499023,0.7210174798965454,2.6370692253112793,2.6370692253112793,0.24143697321414948,2.6370692253112793,6.328114986419678,0.2318260818719864,10.030065536499023,0.3669934868812561,2.8543918132781982,False
7,10.165045738220215,0.6283584237098694,2.6442794799804688,2.6442794799804688,0.2451859563589096,2.6442794799804688,6.286579132080078,0.19627007842063904,10.165045738220215,0.35861527919769287,2.741145372390747,False
8,10.263944625854492,0.9893800616264343,2.5791752338409424,2.5791752338409424,0.2670729458332062,2.5791752338409424,6.455995082855225,0.3412954807281494,10.263944625854492,0.31574833393096924,3.0738651752471924,False
9,10.384746551513672,0.9929764866828918,2.536200523376465,2.536200523376465,0.2833634912967682,2.536200523376465,6.523091793060303,0.39873236417770386,10.384746551513672,0.3092408776283264,3.032688856124878,False
10,10.488295555114746,0.5335147380828857,2.694434404373169,2.694434404373169,0.2298382669687271,2.694434404373169,6.335131645202637,0.23783256113529205,10.488295555114746,0.4287065267562866,2.668003559112549,False
11,10.488295555114746,0.5335147380828857,2.694434404373169,2.694434404373169,0.2298382669687271,2.694434404373169,6.335131645202637,0.23783256113529205,10.488295555114746,0.4287065267562866,2.668003559112549,False
12,10.612946510314941,0.7759285569190979,2.6153106689453125,2.6153106689453125,0.23597310483455658,2.6153106689453125,6.3256988525390625,0.22975780069828033,10.612946510314941,0.4750111699104309,2.904017686843872,False
