generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,docking_score_reencoded,docking_score_std_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,27,ga_mutation_crossover,CCCOc1cccc(OC2(OC3c4ccc(O)c(c4)OC3C)OC3(O)OC2C(O)C3O)c1,True,10.381399154663086,0.2737647593021393,2.6418538093566895,2.6418538093566895,0.22672900557518005,2.6418538093566895,6.473687648773193,0.35644087195396423,10.381399154663086,0.33845195174217224,2.277747869491577,CCCOc1cccc(OC2(OC3c4ccc(O)c(c4)OC3C)OC3(O)OC2C(O)C3O)c1,True,1.0,pass,,462.45100000000014,136.3,4,10,14,1.549299999999999,7,5,33,10,0.36363636363636365,0,True,ok,0.034051842987537384,2.187127113342285,2.187127113342285,0.27088677883148193,2.187127113342285,7.6577043533325195,1.369996428489685,10.655970573425293,0.6724784970283508,10.655970573425293,0.0,not_used,,10.655970573425293,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,1
final,14,ga_mutation_crossover,OC1=C2C(O)C(O)C(=C1C1=CCOC1)OC21Oc2cc3c(c(c2)O1)CCCO3,True,10.235562324523926,0.7735788226127625,2.5375237464904785,2.5375237464904785,0.25591763854026794,2.5375237464904785,6.445339202880859,0.3321737051010132,10.235562324523926,0.29863250255584717,2.823176145553589,OC1=C2C(O)C(O)C(=C1C1=CCOC1)OC21Oc2cc3c(c(c2)O1)CCCO3,True,0.96,pass,,386.35600000000017,106.84000000000002,3,8,11,1.2249999999999999,1,7,28,8,0.21428571428571427,0,True,ok,0.05571688711643219,2.2203030586242676,2.2203030586242676,0.17771226167678833,2.2203030586242676,7.8873395919799805,1.5665714740753174,10.640581130981445,0.5103132724761963,10.640581130981445,0.0,not_used,,10.620581130981446,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,2
final,24,ga_mutation_crossover,CC(N)=CCC(=O)n1c2ccc1c(OC1=CCC3(O)C1OC1(OCCCO1)C3O)c2,True,10.358831405639648,0.3922034800052643,2.576162338256836,2.576162338256836,0.25521767139434814,2.576162338256836,6.4267072677612305,0.31622418761253357,10.358831405639648,0.3127950131893158,2.3660268783569336,CC(N)=CCC(=O)n1c2ccc1c(OC1=CCC3(O)C1OC1(OCCCO1)C3O)c2,True,1.0,pass,,416.43000000000023,125.40000000000002,3,9,12,1.2197999999999996,4,5,30,9,0.23333333333333334,0,True,ok,0.4212488532066345,2.2784621715545654,2.2784621715545654,0.32158178091049194,2.2784621715545654,6.822243690490723,0.6548158526420593,10.60179328918457,0.22382567822933197,10.60179328918457,0.0,not_used,,10.60179328918457,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,3
final,9,ga_mutation_crossover,CC(N)=C1OC23OC4=CCC(N)=C4C4(OC5(OC(CO)C(O)C(O)C5O)OC24)C1O3,True,10.31171989440918,0.25914835929870605,2.591276168823242,2.591276168823242,0.2438046634197235,2.591276168823242,6.4990386962890625,0.37814217805862427,10.31171989440918,0.3049059510231018,2.2081692218780518,CC(N)=C1OC23OC4=CCC(N)=C4C4(OC5(OC(CO)C(O)C(O)C5O)OC24)C1O3,True,1.0,pass,,426.37800000000004,188.33999999999997,6,12,18,-2.9281999999999977,1,6,30,12,0.0,0,True,ok,0.025942130014300346,2.1269278526306152,2.1269278526306152,0.23742350935935974,2.1269278526306152,7.6112380027771,1.3302198648452759,10.561857223510742,0.453767865896225,10.561857223510742,0.0,not_used,,10.561857223510742,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,4
final,12,ga_mutation_crossover,CCc1c2c(c3c(=O)n1-c1cc(Cl)ccc1-3)OC13OCC(O1)C2(O)C3O,True,10.429697036743164,0.30441921949386597,2.731985092163086,2.731985092163086,0.21138039231300354,2.731985092163086,6.361695289611816,0.2605718672275543,10.429697036743164,0.4309801459312439,2.4077301025390625,CCc1c2c(c3c(=O)n1-c1cc(Cl)ccc1-3)OC13OCC(O1)C2(O)C3O,True,1.0,pass,,375.7640000000001,90.15,2,7,9,1.0573999999999995,1,6,26,8,0.46153846153846156,1,True,ok,0.0007173461490310729,2.622792959213257,2.622792959213257,0.35213884711265564,2.622792959213257,8.37696647644043,1.9857075214385986,10.306121826171875,0.2772220969200134,10.306121826171875,0.0,not_used,,10.306121826171875,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,5
final,19,ga_mutation_crossover,CC1OC(Oc2cccc(OC34OCCC5(O)C3=C3CCOC(O3)(O4)C5O)c2)C(O)C(O)C1O,True,10.434041976928711,0.4927932620048523,2.649531602859497,2.649531602859497,0.22233735024929047,2.649531602859497,6.336601257324219,0.23909059166908264,10.434041976928711,0.32655516266822815,2.570162773132324,CC1OC(Oc2cccc(OC34OCCC5(O)C3=C3CCOC(O3)(O4)C5O)c2)C(O)C(O)C1O,True,0.96,pass,,482.43800000000016,165.76000000000002,5,12,17,-1.1735999999999995,4,7,34,12,0.17647058823529413,0,True,ok,0.25421079993247986,2.1360859870910645,2.1360859870910645,0.24375781416893005,2.1360859870910645,8.484916687011719,2.0781161785125732,9.997140884399414,0.37266871333122253,9.997140884399414,0.0,not_used,,9.977140884399414,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,6
final,13,ga_mutation_crossover,CCOc1cc(C2=C3COC45OC3=C(C(O)C4O)C(Oc3ccccc3)(O2)O5)ccc1O,True,10.499220848083496,0.9979215264320374,2.547945737838745,2.547945737838745,0.30660033226013184,2.547945737838745,6.4985198974609375,0.37769806385040283,10.499220848083496,0.2918889820575714,3.0469064712524414,CCOc1cc(C2=C3COC45OC3=C(C(O)C4O)C(Oc3ccccc3)(O2)O5)ccc1O,True,0.96,pass,,440.40400000000017,116.07000000000002,3,9,12,1.9853,5,7,32,9,0.375,0,True,ok,0.9983099699020386,2.293407678604126,2.293407678604126,0.4453725516796112,2.293407678604126,7.612027168273926,1.3308954238891602,9.948001861572266,0.7562644481658936,9.948001861572266,0.0,not_used,,9.928001861572266,False,pred_logsw_reencoded_low;d_ood_reencoded_high,7
final,7,ga_mutation_crossover,CCOc1ccc2c(C(=O)OC34OCC(O3)C(O)C4O)cc(=O)oc2c1,True,10.390201568603516,0.8141531348228455,2.5831940174102783,2.5831940174102783,0.23367272317409515,2.5831940174102783,6.498315334320068,0.37752294540405273,10.390201568603516,0.33021172881126404,2.921593189239502,CCOc1ccc2c(C(=O)OC34OCC(O3)C(O)C4O)cc(=O)oc2c1,True,1.0,pass,,364.30600000000004,124.66000000000001,2,9,11,0.15309999999999968,4,4,26,9,0.38461538461538464,0,True,ok,0.006065620109438896,2.511955499649048,2.511955499649048,0.23364509642124176,2.511955499649048,6.923102378845215,0.7411540150642395,9.926050186157227,0.31838634610176086,9.926050186157227,0.0,not_used,,9.926050186157227,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,8
final,3,ga_mutation_crossover,OC1C2=C3CCC2(Oc2ccccc2)OC(Oc2ccc4cc2C2=C(C=CCC2)O4)(O3)C1O,True,10.428200721740723,0.9886544942855835,2.5418553352355957,2.5418553352355957,0.2838091552257538,2.5418553352355957,6.529328346252441,0.40407106280326843,10.428200721740723,0.31681716442108154,3.0361826419830322,OC1C2=C3CCC2(Oc2ccccc2)OC(Oc2ccc4cc2C2=C(C=CCC2)O4)(O3)C1O,True,0.84,pass,,446.45500000000027,86.61000000000001,2,7,9,3.7781000000000033,4,8,33,7,0.36363636363636365,0,True,ok,0.5014819502830505,2.179150104522705,2.179150104522705,0.21928110718727112,2.179150104522705,7.430811882019043,1.175769329071045,10.004914283752441,0.4249376356601715,10.004914283752441,0.0,not_used,,9.924914283752441,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,9
final,4,ga_mutation_crossover,O=C1CC23C4=C(C(=O)N2c2cccc3c2)C1=C(C1=C2COC3(OCCC2(O)C3O)O1)C4=O,True,10.443658828735352,0.6535977721214294,2.6417911052703857,2.6417911052703857,0.21778640151023865,2.6417911052703857,6.357725143432617,0.2571732997894287,10.443658828735352,0.3784065246582031,2.771468162536621,O=C1CC23C4=C(C(=O)N2c2cccc3c2)C1=C(C1=C2COC3(OCCC2(O)C3O)O1)C4=O,True,0.96,pass,,433.3720000000003,122.60000000000002,2,8,10,-0.12860000000000016,1,9,32,9,0.1875,0,True,ok,0.0012060956796631217,2.336331844329834,2.336331844329834,0.18142852187156677,2.336331844329834,8.284558296203613,1.906603217124939,9.68443775177002,0.30840086936950684,9.68443775177002,0.0,not_used,,9.66443775177002,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,10
