generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,0,4,,False,9.299211502075195,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
1,1,18,,False,9.280439376831055,0.9998218417167664,2.440936803817749,2.440936803817749,0.1349734514951706,2.440936803817749,6.4586076736450195,0.34353193640708923,9.280439376831055,0.6464104056358337,2.940847635269165,False
1,2,3,,False,9.261712074279785,0.5966482162475586,2.3296337127685547,2.3296337127685547,0.22247181832790375,2.3296337127685547,7.453064918518066,1.1948186159133911,9.261712074279785,0.379048228263855,2.369527578353882,False
1,3,24,,False,9.145124435424805,0.90908282995224,2.377548933029175,2.377548933029175,0.12760764360427856,2.377548933029175,6.142675876617432,0.07308436185121536,9.145124435424805,0.4726239740848541,2.832090377807617,False
1,4,21,,False,9.084260940551758,0.7996657490730286,2.195849895477295,2.195849895477295,0.25289130210876465,2.195849895477295,6.293221950531006,0.20195654034614563,9.084260940551758,0.10064501315355301,2.5154154300689697,False
1,5,13,,False,8.760041236877441,0.9998713731765747,1.48795485496521,1.48795485496521,0.35175931453704834,1.48795485496521,5.16354513168335,0.0,8.760041236877441,0.29214370250701904,1.9878904819488525,False
1,6,5,,False,8.759283065795898,0.9956271648406982,2.095669984817505,2.095669984817505,0.29515916109085083,2.095669984817505,6.664881229400635,0.5201085805892944,8.759283065795898,0.09892275929450989,2.5934834480285645,False
1,7,28,,False,8.542268753051758,0.9995408058166504,2.595707416534424,2.595707416534424,0.14055423438549042,2.595707416534424,6.82282018661499,0.6553093194961548,8.542268753051758,0.23733678460121155,3.095477819442749,False
1,8,8,,False,8.500150680541992,0.9911714196205139,2.4998059272766113,2.4998059272766113,0.23268412053585052,2.4998059272766113,5.890031337738037,0.0,8.500150680541992,0.40092238783836365,2.995391607284546,False
1,9,26,,False,8.215278625488281,0.3443813920021057,0.5333398580551147,0.5333398580551147,0.43607646226882935,0.5333398580551147,3.914372682571411,0.0,8.215278625488281,0.50417560338974,0.26103565096855164,False
