generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.414327621459961,0.9999387264251709,2.914358377456665,3.0107970237731934,0.3857542872428894,2.914358377456665,5.214848518371582,0.0,True
2,3.4961187839508057,0.9999173879623413,2.9961600303649902,3.085880756378174,0.3588832914829254,2.9961600303649902,4.102024555206299,0.0,True
3,3.5607829093933105,0.9999796152114868,3.060793161392212,3.1450157165527344,0.336890310049057,3.060793161392212,4.798110008239746,0.0,True
4,3.6172821521759033,0.9999798536300659,3.1172921657562256,3.193486452102661,0.3047773540019989,3.1172921657562256,4.881139278411865,0.0,True
5,3.6431806087493896,0.9999779462814331,3.1431915760040283,3.231687545776367,0.3539838194847107,3.1431915760040283,4.822205543518066,0.0,True
6,3.6708858013153076,0.9999771118164062,3.1708972454071045,3.265019178390503,0.37648800015449524,3.1708972454071045,4.847071170806885,0.0,True
7,3.8726441860198975,0.9667733311653137,3.3892574310302734,3.491987705230713,0.4109208285808563,3.3892574310302734,5.862900733947754,0.0,True
8,3.8978774547576904,0.9159770011901855,3.4398889541625977,3.5524089336395264,0.45007967948913574,3.4398889541625977,5.875648498535156,0.0,True
9,3.910066604614258,0.9610902667045593,3.4295215606689453,3.5316214561462402,0.40839990973472595,3.4295215606689453,5.8634467124938965,0.0,True
10,3.978336811065674,0.9606659412384033,3.4980039596557617,3.593404769897461,0.38160279393196106,3.4980039596557617,5.948176860809326,0.0,True
11,4.041613578796387,0.9995204210281372,3.541853189468384,3.664612293243408,0.4910360872745514,3.5,5.689976215362549,0.0,True
12,4.132671356201172,0.9997151494026184,3.6328139305114746,3.745729446411133,0.4516620337963104,3.5,5.721629619598389,0.0,True
