generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success,source_type,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,,20,CCN1CC(C(=O)NC)(n2cccn2)CNC1=O,True,3.7860031127929688,0.93580162525177,3.3181023597717285,3.433259963989258,0.46063005924224854,3.3181023597717285,6.023710250854492,0.0,,ga_mutation_crossover,CCN1CC(C(=O)NC)(n2cccn2)CNC1=O,True,1.0,pass,,251.29,79.26,2.0,4.0,6.0,-0.6304999999999987,3.0,2.0,18.0,7.0,0.2777777777777778,0.0,True,ok,0.8782066702842712,2.935235023498535,3.055267095565796,0.4801284670829773,2.935235023498535,6.488016605377197,0.3056498169898987,3.374338388442993,0.0,not_used,,3.374338388442993,True,pass,1.0
final,,8,CC(=NOC(=O)c1ccccc1CC=O)C(C)(C)C,True,4.132671356201172,0.9997151494026184,3.6328139305114746,3.745729446411133,0.4516620337963104,3.5,5.721629619598389,0.0,,ga_mutation_crossover,CC(=NOC(=O)c1ccccc1CC=O)C(C)(C)C,True,1.0,pass,,261.32099999999997,55.73,0.0,4.0,4.0,3.006800000000002,4.0,1.0,19.0,4.0,0.3157894736842105,0.0,True,ok,0.9825663566589355,2.860447645187378,2.9550068378448486,0.3782367408275604,2.860447645187378,6.025362491607666,0.0,3.3517308235168457,0.0,not_used,,3.3517308235168457,True,pass,2.0
final,,25,CCC1CNC(=O)N(C(Cc2ccccc2)C(=O)OC)C1c1ccccc1OC,True,4.074687480926514,0.9994459748268127,3.5749645233154297,3.694626569747925,0.47864776849746704,3.5,5.712543487548828,0.0,,ga_mutation_crossover,CCC1CNC(=O)N(C(Cc2ccccc2)C(=O)OC)C1c1ccccc1OC,True,0.88,pass,,396.48700000000014,67.87,1.0,4.0,5.0,3.5720000000000027,7.0,3.0,29.0,6.0,0.41379310344827586,0.0,True,ok,0.9997990727424622,2.821519613265991,2.8963735103607178,0.2994155287742615,2.821519613265991,6.125093460083008,0.0,3.3214192390441895,0.0,not_used,,3.2614192390441894,True,pass,4.0
final,,4,COC(=O)C1(Cc2ccccc2)N2CC34C(=O)OC(c5ccccc5)(C(=O)N13)N4C2=O,True,4.018131732940674,0.9994757771492004,3.5183937549591064,3.6352221965789795,0.4673134684562683,3.5,5.68631649017334,0.0,,ga_mutation_crossover,COC(=O)C1(Cc2ccccc2)N2CC34C(=O)OC(c5ccccc5)(C(=O)N13)N4C2=O,True,1.0,pass,,419.39300000000014,96.45999999999998,0.0,6.0,6.0,0.7979,4.0,6.0,31.0,9.0,0.3870967741935484,0.0,True,ok,0.9986251592636108,2.5779523849487305,2.6712443828582764,0.37316811084747314,2.5779523849487305,7.318347930908203,1.0203033685684204,3.075648069381714,0.0,not_used,,3.075648069381714,False,pred_logsw_reencoded_low;d_ood_reencoded_high,6.0
final,,10,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1ccc(C#N)cc1,True,3.878911018371582,0.9011386036872864,3.4283416271209717,3.5373241901397705,0.4359305799007416,3.4283416271209717,5.8891706466674805,0.0,,ga_mutation_crossover,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1ccc(C#N)cc1,True,0.88,pass,,316.401,70.4,0.0,4.0,4.0,4.0574800000000035,6.0,1.0,23.0,5.0,0.2608695652173913,0.0,True,ok,0.537192702293396,3.0458145141601562,3.16611909866333,0.4812188148498535,3.0458145141601562,5.749212741851807,0.0,3.1041650772094727,0.0,not_used,,3.0441650772094726,False,p_sweet_reencoded_low,7.0
final,,15,CC1C(O)C23C4CN([SH](=O)=O)C5CN2C(=O)N1C51N4C(=O)C(=O)N31,True,3.943423271179199,0.9763595461845398,3.4552435874938965,3.5532100200653076,0.3918653726577759,3.4552435874938965,5.852231025695801,0.0,,ga_mutation_crossover,CC1C(O)C23C4CN([SH](=O)=O)C5CN2C(=O)N1C51N4C(=O)C(=O)N31,True,0.84,pass,,355.3320000000001,121.77999999999999,2.0,6.0,8.0,-3.8856999999999955,1.0,8.0,24.0,12.0,0.0,0.0,True,ok,0.9996504783630371,2.544666290283203,2.6863884925842285,0.5668883919715881,2.544666290283203,8.026273727416992,1.6296042203903198,2.994351625442505,0.0,not_used,,2.914351625442505,False,pred_logsw_reencoded_low;d_ood_reencoded_high,8.0
final,,9,O=C1NCC2CN1CC1N2S(=O)(=O)c2cnn1c2,True,3.9348666667938232,0.9255341291427612,3.472099542617798,3.581437349319458,0.4373515844345093,3.472099542617798,5.9332380294799805,0.0,,ga_mutation_crossover,O=C1NCC2CN1CC1N2S(=O)(=O)c2cnn1c2,True,1.0,pass,,269.286,87.53999999999999,1.0,5.0,6.0,-1.2065999999999997,0.0,4.0,18.0,9.0,0.2777777777777778,0.0,True,ok,0.608669638633728,2.7418668270111084,2.8923659324645996,0.601996123790741,2.7418668270111084,6.137795448303223,0.004219799302518368,2.8931374549865723,0.0,not_used,,2.8931374549865723,False,p_sweet_reencoded_low,9.0
final,,7,CCNC(=O)NCSC=NN=Cc1ccc(-n2cccn2)cc1,True,3.9788341522216797,0.9864940643310547,3.4855871200561523,3.5808475017547607,0.38104191422462463,3.4855871200561523,5.942653656005859,0.0,,ga_mutation_crossover,CCNC(=O)NCSC=NN=Cc1ccc(-n2cccn2)cc1,True,1.0,pass,,330.41700000000003,83.67,2.0,6.0,8.0,2.2443,7.0,2.0,23.0,8.0,0.4782608695652174,0.0,True,ok,0.2956258952617645,3.04305100440979,3.1641757488250732,0.4844989776611328,3.04305100440979,6.531477928161621,0.343056321144104,2.7873644828796387,0.0,not_used,,2.7873644828796387,False,p_sweet_reencoded_low,10.0
final,,3,Cc1nc2ccc(-n3cc(C4(C)NC(=O)N(C)C4(C)C)cn3)cc2s1,True,3.922121047973633,0.8929569125175476,3.475642681121826,3.5961155891418457,0.481891930103302,3.475642681121826,5.997476577758789,0.0,,ga_mutation_crossover,Cc1nc2ccc(-n3cc(C4(C)NC(=O)N(C)C4(C)C)cn3)cc2s1,True,1.0,pass,,355.46700000000004,63.050000000000004,1.0,5.0,6.0,3.4392200000000024,2.0,4.0,25.0,7.0,0.56,0.0,True,ok,0.5661028027534485,2.6193113327026367,2.6855721473693848,0.26504287123680115,2.6193113327026367,6.891495704650879,0.6529181003570557,2.715245008468628,0.0,not_used,,2.715245008468628,False,p_sweet_reencoded_low,12.0
final,,24,O=Cc1ccccc1C(C=O)C1CCCN1[SH](=O)=O,True,4.054534435272217,0.9995450377464294,3.554762125015259,3.6734938621520996,0.47492676973342896,3.5,5.7428507804870605,0.0,,ga_mutation_crossover,O=Cc1ccccc1C(C=O)C1CCCN1[SH](=O)=O,True,1.0,pass,,281.33299999999997,71.52000000000001,1.0,4.0,5.0,0.7724,5.0,2.0,19.0,6.0,0.3157894736842105,0.0,True,ok,0.9862316250801086,2.214137077331543,2.3283133506774902,0.4567052125930786,2.214137077331543,5.7255635261535645,0.0,2.7072529792785645,0.0,not_used,,2.7072529792785645,False,pred_logsw_reencoded_low,13.0
final,,5,O=CCCC12CC3C(c4ccccc4C=O)=C1SCN1C(=O)N3CC12,True,3.92940092086792,0.934268593788147,3.462266683578491,3.569349765777588,0.42833197116851807,3.462266683578491,5.823713779449463,0.0,,ga_mutation_crossover,O=CCCC12CC3C(c4ccccc4C=O)=C1SCN1C(=O)N3CC12,True,1.0,pass,,354.43100000000015,57.690000000000005,0.0,4.0,4.0,2.772100000000002,5.0,5.0,25.0,6.0,0.24,0.0,True,ok,0.0008415032643824816,3.252854585647583,3.3027443885803223,0.19955897331237793,3.252854585647583,6.428180694580078,0.2541499435901642,2.6139485836029053,0.0,not_used,,2.6139485836029053,False,p_sweet_reencoded_low,14.0
final,,11,CNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,True,3.9259033203125,0.9709452986717224,3.4404306411743164,3.542922258377075,0.409966379404068,3.4404306411743164,5.93598747253418,0.0,,ga_mutation_crossover,CNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,True,1.0,pass,,315.402,71.84,2.0,5.0,7.0,2.7804200000000012,3.0,3.0,22.0,7.0,0.6363636363636364,0.0,True,ok,0.022705506533384323,3.1427221298217773,3.3107922077178955,0.6722807288169861,3.1427221298217773,6.571897983551025,0.37784522771835327,2.5322391986846924,0.0,not_used,,2.5322391986846924,False,p_sweet_reencoded_low,15.0
final,,17,CN1C(=O)N2CCC1(CCC=O)CC2Cc1cc(I)ccc1C=O,True,4.036376476287842,0.9899309873580933,3.5414111614227295,3.6557605266571045,0.45739707350730896,3.5,5.614396095275879,0.0,,ga_mutation_crossover,CN1C(=O)N2CCC1(CCC=O)CC2Cc1cc(I)ccc1C=O,True,1.0,pass,,440.281,57.690000000000005,0.0,3.0,3.0,2.8939000000000012,6.0,4.0,24.0,6.0,0.25,1.0,True,ok,0.03156665712594986,3.1175777912139893,3.2180278301239014,0.4018000364303589,3.1175777912139893,6.876120567321777,0.6396849751472473,2.5186142921447754,0.0,not_used,,2.5186142921447754,False,p_sweet_reencoded_low,16.0
