generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.23554039001464844,2.1503992080688477,3.414327621459961,3.414327621459961,2.857330560684204,1.8512951135635376,1.8512951135635376,2.914358377456665,2.914358377456665,2.3724873065948486,0.7952008843421936,0.9999387264251709,5.377325057983398,5.214848518371582,3,0.1,0
2,60,10.757007122039795,2.8849332332611084,3.4961187839508057,3.4961187839508057,3.3323490619659424,2.42466139793396,2.42466139793396,2.9961600303649902,2.9961600303649902,2.832397937774658,0.9593906998634338,0.9999173879623413,5.247238636016846,4.102024555206299,15,0.5,0
3,90,18.361146450042725,3.2508442401885986,3.5607829093933105,3.5607829093933105,3.490612745285034,2.755756378173828,2.755756378173828,3.060793161392212,3.060793161392212,2.9906363487243652,0.9901756644248962,0.9999796152114868,5.4114155769348145,4.798110008239746,26,0.8666666666666667,0
4,120,19.764671802520752,3.4747910499572754,3.6172821521759033,3.6172821521759033,3.570624828338623,2.9760642051696777,2.9760642051696777,3.1172921657562256,3.1172921657562256,3.0743842124938965,0.9974526166915894,0.9999798536300659,4.963777542114258,4.881139278411865,30,1.0,0
5,150,28.38691782951355,3.559135675430298,3.6431806087493896,3.6431806087493896,3.623955488204956,3.059150218963623,3.059150218963623,3.1431915760040283,3.1431915760040283,3.123967409133911,0.9999714493751526,0.9999779462814331,4.897500514984131,4.822205543518066,30,1.0,0
6,180,38.51290678977966,3.5860722064971924,3.6708858013153076,3.6708858013153076,3.6374611854553223,3.0860846042633057,3.0860846042633057,3.1708972454071045,3.1708972454071045,3.137472152709961,0.9999763369560242,0.9999771118164062,4.8465704917907715,4.847071170806885,30,1.0,0
7,210,49.091238498687744,3.6399576663970947,3.8726441860198975,3.8726441860198975,3.6907246112823486,3.1405231952667236,3.1405231952667236,3.3892574310302734,3.3892574310302734,3.192396402359009,0.9988691210746765,0.9667733311653137,4.919002056121826,5.862900733947754,30,1.0,0
8,240,58.1473753452301,3.684656858444214,3.8978774547576904,3.8978774547576904,3.762202501296997,3.1872313022613525,3.1872313022613525,3.4398889541625977,3.4398889541625977,3.2699027061462402,0.9948513507843018,0.9159770011901855,5.047867298126221,5.875648498535156,30,1.0,0
9,270,66.33847546577454,3.7593111991882324,3.910066604614258,3.910066604614258,3.8624014854431152,3.274258613586426,3.274258613586426,3.4295215606689453,3.4398889541625977,3.3838412761688232,0.9701041579246521,0.9610902667045593,5.474508762359619,5.8634467124938965,30,1.0,0
10,300,75.63842558860779,3.846745491027832,3.978336811065674,3.978336811065674,3.9271233081817627,3.3741281032562256,3.3741281032562256,3.4980039596557617,3.4980039596557617,3.4532859325408936,0.9522846937179565,0.9606659412384033,5.782012939453125,5.948176860809326,29,0.9666666666666667,0
11,330,83.80560350418091,3.892956495285034,4.041613578796387,4.041613578796387,3.972382068634033,3.41552472114563,3.413522243499756,3.541853189468384,3.541853189468384,3.480856418609619,0.9548647999763489,0.9995204210281372,5.815654277801514,5.689976215362549,30,1.0,0
12,360,91.19629096984863,3.9604783058166504,4.132671356201172,4.132671356201172,4.0489044189453125,3.4761855602264404,3.4569807052612305,3.6328139305114746,3.6328139305114746,3.5526065826416016,0.9685860872268677,0.9997151494026184,5.802762508392334,5.721629619598389,30,1.0,0
