generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,mean_docking_score,best_docking_score,mean_gated_base_score,best_gated_base_score,success_count,success_rate,no_improve
1,30,0.2952735424041748,1.884840488433838,2.7658469676971436,2.7658469676971436,2.434842586517334,1.884840488433838,1.884840488433838,2.7658469676971436,2.7658469676971436,2.434842586517334,0.8013492226600647,0.9999837875366211,5.248062610626221,5.298385143280029,7.623751640319824,7.660553932189941,2.159276247024536,3.265838861465454,0,0.0,0
2,60,0.35962510108947754,2.3515031337738037,2.8443644046783447,2.8443644046783447,2.6354684829711914,2.3515031337738037,2.3515031337738037,2.8443644046783447,2.8443644046783447,2.6354684829711914,0.8095468878746033,0.99997878074646,5.621327877044678,5.32576847076416,8.262149810791016,7.63440465927124,2.6323342323303223,3.344353675842285,1,0.03333333333333333,0
3,90,0.42661070823669434,2.6058878898620605,2.8821139335632324,2.8821139335632324,2.781546115875244,2.6058878898620605,2.6058878898620605,2.8821139335632324,2.8821139335632324,2.781546115875244,0.9732846617698669,0.9999759197235107,5.519262790679932,5.040761947631836,8.283082962036133,7.840300559997559,3.0790390968322754,3.3821020126342773,4,0.13333333333333333,0
4,120,0.4964756965637207,2.731511116027832,2.903942584991455,2.903942584991455,2.8614957332611084,2.731511116027832,2.731511116027832,2.903942584991455,2.903942584991455,2.8614957332611084,0.98749840259552,0.9999732971191406,5.32343864440918,5.036555290222168,7.92680025100708,7.827792167663574,3.219161033630371,3.4039292335510254,14,0.4666666666666667,0
5,150,0.5632493495941162,2.859628200531006,2.94108247756958,2.94108247756958,2.906463623046875,2.859628200531006,2.859628200531006,2.94108247756958,2.94108247756958,2.906463623046875,0.9999765157699585,0.9999791383743286,5.232525825500488,5.101924419403076,7.678436279296875,7.695807456970215,3.35961651802063,3.4410719871520996,27,0.9,0
6,180,0.628298282623291,2.8941574096679688,2.9603185653686523,2.9603185653686523,2.931807518005371,2.8941574096679688,2.8941574096679688,2.9603185653686523,2.9603185653686523,2.931807518005371,0.9999762773513794,0.9999791383743286,5.136041164398193,5.047266006469727,7.771326541900635,7.742220401763916,3.3941454887390137,3.460308074951172,30,1.0,0
7,210,0.6816201210021973,2.9283688068389893,2.9970030784606934,2.9970030784606934,2.9672610759735107,2.9283688068389893,2.9283688068389893,2.9970030784606934,2.9970030784606934,2.9672610759735107,0.9999778866767883,0.9999723434448242,5.1200714111328125,5.071793556213379,7.753973484039307,7.80104923248291,3.4283576011657715,3.4969892501831055,29,0.9666666666666667,0
8,240,0.7458841800689697,2.9604732990264893,3.029097080230713,3.029097080230713,3.001854419708252,2.9604732990264893,2.9604732990264893,3.029097080230713,3.029097080230713,3.001854419708252,0.9999783039093018,0.9999797344207764,5.080570697784424,5.013245105743408,7.751742839813232,7.797601222991943,3.4604620933532715,3.5290870666503906,30,1.0,0
9,270,0.8116672039031982,2.988516330718994,3.0684821605682373,3.0684821605682373,3.039949655532837,2.988516330718994,2.988516330718994,3.0684821605682373,3.0684821605682373,3.039949655532837,0.9999786615371704,0.9999790191650391,5.059266567230225,5.05155611038208,7.794377326965332,8.003247261047363,3.4885060787200928,3.568471670150757,30,1.0,0
10,300,0.8672525882720947,3.0282609462738037,3.141049861907959,3.141049861907959,3.088409185409546,3.0282609462738037,3.0282609462738037,3.141049861907959,3.141049861907959,3.088409185409546,0.9999772310256958,0.9999710321426392,5.0568108558654785,4.985241889953613,7.81625509262085,7.939560890197754,3.528249979019165,3.641035318374634,30,1.0,0
11,330,0.9260196685791016,3.070467710494995,3.141049861907959,3.141049861907959,3.1073477268218994,3.070467710494995,3.070467710494995,3.141049861907959,3.141049861907959,3.1073477268218994,0.9999772906303406,0.9999710321426392,5.078602313995361,4.985241889953613,7.866147994995117,7.939560890197754,3.570456027984619,3.641035318374634,30,1.0,1
12,360,0.9912443161010742,3.0962133407592773,3.1735339164733887,3.1735339164733887,3.1404061317443848,3.0962133407592773,3.0962133407592773,3.1735339164733887,3.1735339164733887,3.1404061317443848,0.9999783039093018,0.9999814033508301,5.087894916534424,4.979340553283691,7.892813205718994,7.923905372619629,3.5962023735046387,3.6735246181488037,30,1.0,0
