generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.414327621459961,0.9999387264251709,2.914358377456665,3.0107970237731934,0.3857542872428894,2.914358377456665,5.214848518371582,0.0,True
2,3.476984977722168,0.9999276399612427,2.9770212173461914,3.0780155658721924,0.4039776921272278,2.9770212173461914,5.207600116729736,0.0,True
3,3.645637273788452,0.9999672174453735,3.14565372467041,3.2604877948760986,0.45933645963668823,3.14565372467041,4.830026149749756,0.0,True
4,3.6500039100646973,0.9999690055847168,3.150019407272339,3.2642669677734375,0.4569903016090393,3.150019407272339,4.825838088989258,0.0,True
5,3.735877752304077,0.9145755767822266,3.278589963912964,3.328700542449951,0.2004426121711731,3.278589963912964,5.564055442810059,0.0,True
6,3.756059408187866,0.9999628067016602,3.256078004837036,3.3560783863067627,0.4000011682510376,3.256078004837036,4.88580322265625,0.0,True
7,3.841491222381592,0.999935507774353,3.3415234088897705,3.4386017322540283,0.3883134424686432,3.3415234088897705,4.926767349243164,0.0,True
8,3.9519615173339844,0.9986811280250549,3.4526209831237793,3.522583484649658,0.2798500955104828,3.4526209831237793,5.55715274810791,0.0,True
9,4.033848285675049,0.999790370464325,3.5339531898498535,3.6186611652374268,0.33883142471313477,3.5,5.537980556488037,0.0,True
10,4.046245574951172,0.9999004602432251,3.546295404434204,3.6492252349853516,0.4117196500301361,3.5,5.2839813232421875,0.0,True
11,4.083323001861572,0.9997406601905823,3.5834527015686035,3.664494037628174,0.32416582107543945,3.5,5.528237819671631,0.0,True
12,4.106448173522949,0.9996938705444336,3.6066014766693115,3.692103624343872,0.3420087397098541,3.5,5.361799240112305,0.0,True
