generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.25408935546875,2.1503994464874268,3.414327621459961,3.414327621459961,2.857330560684204,1.851294994354248,1.851294994354248,2.914358377456665,2.914358377456665,2.3724873065948486,0.7952008843421936,0.9999387264251709,5.37732458114624,5.214848518371582,3,0.1,0
2,60,10.697524309158325,2.689877510070801,3.476984977722168,3.476984977722168,3.21061372756958,2.2932982444763184,2.2932982444763184,2.9770212173461914,2.9770212173461914,2.71073579788208,0.8938184976577759,0.9999276399612427,5.845809459686279,5.207600116729736,8,0.26666666666666666,0
3,90,22.014129400253296,3.091127872467041,3.645637273788452,3.645637273788452,3.415520191192627,2.6185803413391113,2.6185803413391113,3.14565372467041,3.14565372467041,2.915562152862549,0.9711371064186096,0.9999672174453735,5.756829738616943,4.830026149749756,18,0.6,0
4,120,32.64789271354675,3.398829698562622,3.6500039100646973,3.6500039100646973,3.5858073234558105,2.900160789489746,2.900160789489746,3.150019407272339,3.150019407272339,3.089637041091919,0.9973376393318176,0.9999690055847168,5.587170124053955,4.825838088989258,28,0.9333333333333333,0
5,150,42.77794575691223,3.5545332431793213,3.735877752304077,3.735877752304077,3.672166109085083,3.0578725337982178,3.0578725337982178,3.278589963912964,3.278589963912964,3.1791129112243652,0.9933205246925354,0.9145755767822266,5.256862163543701,5.564055442810059,30,1.0,0
6,180,51.76349091529846,3.6385815143585205,3.756059408187866,3.756059408187866,3.7181167602539062,3.144596815109253,3.144596815109253,3.256078004837036,3.278589963912964,3.222419023513794,0.9879692792892456,0.9999628067016602,5.2005438804626465,4.88580322265625,30,1.0,0
7,210,62.11605095863342,3.716677188873291,3.841491222381592,3.841491222381592,3.769949436187744,3.221588134765625,3.221588134765625,3.3415234088897705,3.3415234088897705,3.276230573654175,0.9901782870292664,0.999935507774353,5.2448906898498535,4.926767349243164,30,1.0,0
8,240,72.47326016426086,3.7889018058776855,3.9519615173339844,3.9519615173339844,3.8731303215026855,3.291975259780884,3.291975259780884,3.4526209831237793,3.4526209831237793,3.3732993602752686,0.9938532710075378,0.9986811280250549,5.254944324493408,5.55715274810791,30,1.0,0
9,270,81.92651152610779,3.8539178371429443,4.033848285675049,4.033848285675049,3.9534964561462402,3.3540971279144287,3.3529655933380127,3.5339531898498535,3.5339531898498535,3.453716993331909,0.9996406435966492,0.999790370464325,5.225243091583252,5.537980556488037,30,1.0,0
10,300,92.77578020095825,3.950775623321533,4.046245574951172,4.046245574951172,4.007840633392334,3.4509849548339844,3.4466171264648438,3.546295404434204,3.546295404434204,3.5081210136413574,0.9995812177658081,0.9999004602432251,5.274105548858643,5.2839813232421875,30,1.0,0
11,330,101.31040215492249,3.989445209503174,4.083323001861572,4.083323001861572,4.043249130249023,3.489819288253784,3.4743237495422363,3.5834527015686035,3.5834527015686035,3.5433547496795654,0.9992519021034241,0.9997406601905823,5.3511576652526855,5.528237819671631,30,1.0,0
12,360,105.18887305259705,4.020294666290283,4.106448173522949,4.106448173522949,4.061187267303467,3.520400047302246,3.4918887615203857,3.6066014766693115,3.6066014766693115,3.5612761974334717,0.999789834022522,0.9996938705444336,5.372987270355225,5.361799240112305,30,1.0,0
