generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,docking_score_reencoded,docking_score_std_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,0,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.641035318374634,0.9999710321426392,3.141049861907959,3.141049861907959,0.19613860547542572,3.141049861907959,4.985241889953613,0.0,7.939560890197754,0.4108465611934662,3.641035318374634,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.3915356993675232,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892088413238525,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,1
final,2,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.6143243312835693,0.9999750852584839,3.1143367290496826,3.1143367290496826,0.1992686539888382,3.1143367290496826,5.0000739097595215,0.0,7.933568477630615,0.4185850918292999,3.6143243312835693,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.3915359079837799,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892085433006287,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,2
final,3,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.61014986038208,0.9999855756759644,3.110157012939453,3.110157012939453,0.229298397898674,3.110157012939453,4.9985151290893555,0.0,7.824548244476318,0.3770901560783386,3.61014986038208,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.3915357291698456,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892086029052734,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,3
final,9,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.6639342308044434,0.9999785423278809,3.163944959640503,3.163944959640503,0.21477344632148743,3.163944959640503,5.0630717277526855,0.0,7.927040100097656,0.4106910526752472,3.6639342308044434,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.39153575897216797,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892085433006287,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,4
final,7,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.5589699745178223,0.999976396560669,3.0589818954467773,3.0589818954467773,0.19038346409797668,3.0589818954467773,5.104812145233154,0.0,7.854798793792725,0.4415888488292694,3.5589699745178223,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.39153584837913513,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892087817192078,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,5
final,6,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.5886149406433105,0.9999743700027466,3.088627815246582,3.088627815246582,0.2134052813053131,3.088627815246582,5.0191755294799805,0.0,7.853456020355225,0.4274149239063263,3.5886149406433105,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.39153581857681274,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892084240913391,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,6
final,11,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.603093147277832,0.9999792575836182,3.1031036376953125,3.1031036376953125,0.25692757964134216,3.1031036376953125,5.253015518188477,0.0,7.96436071395874,0.44633060693740845,3.603093147277832,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.3915357291698456,2.446763515472412,4.358776092529297,0.0,7.599269866943359,0.5892086625099182,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,7
final,10,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.445739984512329,0.9999786615371704,2.9457507133483887,2.9457507133483887,0.19908127188682556,2.9457507133483887,5.152608394622803,0.0,7.736273288726807,0.37913447618484497,3.445739984512329,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.39153575897216797,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892084240913391,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,8
final,28,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.6335628032684326,0.9999858140945435,3.1335699558258057,3.1335699558258057,0.22192184627056122,3.1335699558258057,5.012633323669434,0.0,7.824629306793213,0.37160834670066833,3.6335628032684326,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.39153578877449036,2.446763515472412,4.358776092529297,0.0,7.599270820617676,0.5892085433006287,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,9
final,27,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,3.5523791313171387,0.9999840259552002,3.052386999130249,3.052386999130249,0.24835413694381714,3.052386999130249,5.076355934143066,0.0,7.768342018127441,0.3649701476097107,3.5523791313171387,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,True,1.0,pass,,279.292,92.7,2,4,6,0.7516999999999998,7,1,20,6,0.3,0,True,ok,0.9999662637710571,2.446763515472412,2.446763515472412,0.39153575897216797,2.446763515472412,4.358776092529297,0.0,7.599269866943359,0.5892086625099182,2.946746587753296,0.0,not_used,,2.946746587753296,False,pred_logsw_reencoded_low,10
