generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,3.265838861465454,0.9999837875366211,2.7658469676971436,2.7658469676971436,0.2119266390800476,2.7658469676971436,5.298385143280029,0.0,7.660553932189941,0.40941938757896423,3.265838861465454,False
2,3.2684056758880615,0.9999836683273315,2.768413782119751,2.768413782119751,0.20376919209957123,2.768413782119751,5.314636707305908,0.0,7.605332851409912,0.3993094861507416,3.2684056758880615,False
3,3.317049980163574,0.9999862909317017,2.817056894302368,2.817056894302368,0.26666295528411865,2.817056894302368,5.015273094177246,0.0,7.844963073730469,0.3801788091659546,3.317049980163574,True
4,3.42236328125,0.9999772310256958,2.922374725341797,2.922374725341797,0.23528116941452026,2.922374725341797,5.1022186279296875,0.0,7.924437046051025,0.4235159158706665,3.42236328125,True
5,3.5092546939849854,0.999982476234436,3.009263515472412,3.009263515472412,0.27896761894226074,3.009263515472412,4.9944987297058105,0.0,7.69821310043335,0.3271143138408661,3.5092546939849854,True
6,3.546154260635376,0.9999822378158569,3.0461630821228027,3.0461630821228027,0.27993711829185486,3.0461630821228027,5.031123161315918,0.0,7.749373435974121,0.34291040897369385,3.546154260635376,True
7,3.5988802909851074,0.9999819993972778,3.0988893508911133,3.0988893508911133,0.28406018018722534,3.0988893508911133,5.040714740753174,0.0,7.88632869720459,0.39813005924224854,3.5988802909851074,True
8,3.607905387878418,0.99997878074646,3.1079161167144775,3.1079161167144775,0.2539476752281189,3.1079161167144775,5.072380542755127,0.0,7.818892002105713,0.37770748138427734,3.607905387878418,True
9,3.645932674407959,0.9999791383743286,3.1459431648254395,3.1459431648254395,0.267446368932724,3.1459431648254395,5.119235038757324,0.0,7.919069766998291,0.3938906788825989,3.645932674407959,True
10,3.664813995361328,0.9999780654907227,3.164824962615967,3.164824962615967,0.26433777809143066,3.164824962615967,5.136910438537598,0.0,7.9441423416137695,0.4002910554409027,3.664813995361328,True
11,3.685542583465576,0.9999778270721436,3.185553550720215,3.185553550720215,0.22633089125156403,3.185553550720215,5.0735859870910645,0.0,7.832913875579834,0.39378756284713745,3.685542583465576,True
12,3.704800605773926,0.9999775886535645,3.2048118114471436,3.2048118114471436,0.23286476731300354,3.2048118114471436,5.059474945068359,0.0,7.935214042663574,0.39660021662712097,3.704800605773926,True
