generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,9.798250198364258,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
2,9.88058090209961,0.9997615218162537,2.4799702167510986,2.4799702167510986,0.14004001021385193,2.4799702167510986,6.474337577819824,0.35699722170829773,9.38070011138916,0.6255974173545837,2.979851007461548,False
3,9.886870384216309,0.9984877109527588,1.8183828592300415,1.8183828592300415,0.24980366230010986,1.8183828592300415,5.973806381225586,0.0,9.387626647949219,0.2604583501815796,2.317626714706421,False
4,10.222000122070312,0.9999629259109497,2.4351301193237305,2.4351301193237305,0.17690491676330566,2.4351301193237305,6.120026588439941,0.053695857524871826,9.722018241882324,0.4554187059402466,2.9351115226745605,False
5,10.445779800415039,0.9726019501686096,2.3077609539031982,2.3077609539031982,0.33105456829071045,2.3077609539031982,5.419739723205566,0.0,9.959478378295898,0.29362958669662476,2.7940618991851807,False
6,10.445779800415039,0.9726019501686096,2.3077609539031982,2.3077609539031982,0.33105456829071045,2.3077609539031982,5.419739723205566,0.0,9.959478378295898,0.29362958669662476,2.7940618991851807,False
7,10.70124626159668,0.9999552965164185,2.3682916164398193,2.3682916164398193,0.19533732533454895,2.3682916164398193,5.638739109039307,0.0,10.201268196105957,0.4498332142829895,2.868269205093384,False
8,10.727144241333008,0.9999462366104126,2.3026089668273926,2.3026089668273926,0.23070862889289856,2.3026089668273926,5.602181434631348,0.0,10.227170944213867,0.4870118200778961,2.802582025527954,False
9,10.921463966369629,0.9999312162399292,2.3794498443603516,2.3794498443603516,0.26514652371406555,2.3794498443603516,5.680374622344971,0.0,10.42149829864502,0.46577149629592896,2.879415512084961,False
10,10.93492317199707,0.9999538660049438,2.4187633991241455,2.4187633991241455,0.2545658349990845,2.4187633991241455,5.6822099685668945,0.0,10.434946060180664,0.4792552888393402,2.9187402725219727,False
11,10.93492317199707,0.9999538660049438,2.4187633991241455,2.4187633991241455,0.2545658349990845,2.4187633991241455,5.6822099685668945,0.0,10.434946060180664,0.4792552888393402,2.9187402725219727,False
12,11.069049835205078,0.9999266862869263,2.2616469860076904,2.2616469860076904,0.2710001766681671,2.2616469860076904,5.70965576171875,0.0,10.569086074829102,0.4381851851940155,2.761610269546509,False
