generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success,source_type,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,,28,CCC1CC2(C=O)N3CSC2(C(C)C3=O)C1N1CCOCC1,True,3.963456869125366,0.9998995065689087,3.4635071754455566,3.5702877044677734,0.42712175846099854,3.4635071754455566,5.687925815582275,0.0,,ga_mutation_crossover,CCC1CC2(C=O)N3CSC2(C(C)C3=O)C1N1CCOCC1,True,1.0,pass,,324.4460000000002,49.85000000000001,0.0,5.0,5.0,0.9762,3.0,4.0,22.0,6.0,0.0,0.0,True,ok,0.8236228823661804,3.1896867752075195,3.2687346935272217,0.31619176268577576,3.1896867752075195,6.676541805267334,0.4679105877876282,3.6014981269836426,0.0,not_used,,3.6014981269836426,True,pass,1.0
final,,27,CC1N2CC3N4C(=O)C(=O)N5C(=O)CCC16C31SCC(N1C2=O)C546,True,3.954551935195923,0.969369113445282,3.469867467880249,3.573568344116211,0.4148032069206238,3.469867467880249,6.130280017852783,0.0,,ga_mutation_crossover,CC1N2CC3N4C(=O)C(=O)N5C(=O)CCC16C31SCC(N1C2=O)C546,True,0.96,pass,,346.36800000000005,81.24000000000001,0.0,5.0,5.0,-0.992499999999999,0.0,8.0,24.0,9.0,0.0,0.0,True,ok,0.8956556916236877,3.0623204708099365,3.1492550373077393,0.3477386236190796,3.0623204708099365,6.237760066986084,0.09025782346725464,3.510148286819458,0.0,not_used,,3.490148286819458,True,pass,2.0
final,,12,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1cccc(C(=O)N(C)C)c1,True,3.9353127479553223,0.9737327098846436,3.44844651222229,3.5588080883026123,0.4414462745189667,3.44844651222229,5.66375207901001,0.0,,ga_mutation_crossover,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1cccc(C(=O)N(C)C)c1,True,0.88,pass,,362.4700000000001,66.92,0.0,4.0,4.0,3.8876000000000035,7.0,1.0,26.0,6.0,0.23076923076923078,0.0,True,ok,0.9507642388343811,3.001992702484131,3.0623981952667236,0.24162180721759796,3.001992702484131,6.011157035827637,0.0,3.477374792098999,0.0,not_used,,3.417374792098999,True,pass,3.0
final,,0,CC1NC(=O)N(C)C(=O)C1c1ccccc1C(=O)NOCc1nc2ccccc2s1,True,4.0044779777526855,0.9825673699378967,3.5131943225860596,3.622920513153076,0.4389048218727112,3.5,6.07673978805542,0.0,,ga_mutation_crossover,CC1NC(=O)N(C)C(=O)C1c1ccccc1C(=O)NOCc1nc2ccccc2s1,True,1.0,pass,,424.48200000000014,100.63000000000001,2.0,6.0,8.0,2.811600000000001,5.0,4.0,30.0,9.0,0.5,0.0,True,ok,0.27804243564605713,3.442322254180908,3.455975294113159,0.05461246892809868,3.442322254180908,7.072064399719238,0.8083308339118958,3.1637773513793945,0.0,not_used,,3.1637773513793945,False,p_sweet_reencoded_low,4.0
final,,8,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1ccc(C(=O)N(C)C)cc1,True,3.8819613456726074,0.9888865351676941,3.3875181674957275,3.507312297821045,0.47917628288269043,3.3875181674957275,5.675301551818848,0.0,,ga_mutation_crossover,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1ccc(C(=O)N(C)C)cc1,True,0.88,pass,,362.4700000000001,66.92,0.0,4.0,4.0,3.8876000000000035,7.0,1.0,26.0,6.0,0.23076923076923078,0.0,True,ok,0.7699643969535828,2.848151206970215,2.9280357360839844,0.31953778862953186,2.848151206970215,6.237033843994141,0.08963277190923691,3.2091047763824463,0.0,not_used,,3.1491047763824462,False,p_sweet_reencoded_low,5.0
final,,2,CCCCC(C=O)N(CCCCCc1ccccc1)C(=O)OC(C)(C)C,True,3.9814932346343994,0.9487746357917786,3.507105827331543,3.604487895965576,0.3895280659198761,3.5,6.186344146728516,0.046004924923181534,,ga_mutation_crossover,CCCCC(C=O)N(CCCCCc1ccccc1)C(=O)OC(C)(C)C,True,0.88,pass,,361.5260000000001,46.61,0.0,3.0,3.0,5.394200000000006,11.0,1.0,26.0,4.0,0.23076923076923078,0.0,True,ok,0.9888166189193726,2.6722583770751953,2.767530918121338,0.3810898959636688,2.6722583770751953,6.170769691467285,0.03260022774338722,3.1666667461395264,0.0,not_used,,3.1066667461395263,True,pass,6.0
final,,15,CNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,True,3.9967174530029297,0.9432332515716553,3.5251007080078125,3.64448618888855,0.4775421917438507,3.5,5.791609287261963,0.0,,ga_mutation_crossover,CNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,True,1.0,pass,,315.402,71.84,2.0,5.0,7.0,2.7804200000000012,3.0,3.0,22.0,7.0,0.6363636363636364,0.0,True,ok,0.491135835647583,3.068678855895996,3.1763083934783936,0.43051862716674805,3.068678855895996,6.543765068054199,0.3536316752433777,3.067155361175537,0.0,not_used,,3.067155361175537,False,p_sweet_reencoded_low,7.0
final,,26,CC(C)(C)OC(=O)NC1C2(C)CCC1(C=O)N(C(=O)OC(C)(C)C)C2,True,3.959329843521118,0.9795097708702087,3.4695749282836914,3.572472333908081,0.41158971190452576,3.4695749282836914,6.07540225982666,0.0,,ga_mutation_crossover,CC(C)(C)OC(=O)NC1C2(C)CCC1(C=O)N(C(=O)OC(C)(C)C)C2,True,1.0,pass,,354.4470000000001,84.94000000000001,1.0,5.0,6.0,2.8682000000000016,2.0,2.0,25.0,7.0,0.0,0.0,True,ok,0.551594614982605,2.986917018890381,3.098719358444214,0.4472091495990753,2.986917018890381,6.725653171539307,0.5101799964904785,3.0639901161193848,0.0,not_used,,3.0639901161193848,False,p_sweet_reencoded_low,8.0
final,,17,O=C1NC23CN(c4nc5ccccc5s4)C4C2OC2CNCCC23CN14,True,4.048469543457031,0.966187596321106,3.565375566482544,3.667292356491089,0.4076671898365021,3.5,6.226260662078857,0.08036045730113983,,ga_mutation_crossover,O=C1NC23CN(c4nc5ccccc5s4)C4C2OC2CNCCC23CN14,True,0.96,pass,,369.4500000000003,69.73,2.0,6.0,8.0,0.9670999999999998,1.0,8.0,26.0,8.0,0.34615384615384615,0.0,True,ok,0.9778642058372498,2.5980563163757324,2.6592934131622314,0.24494874477386475,2.5980563163757324,8.073338508605957,1.6701122522354126,3.0336227416992188,0.0,not_used,,3.0136227416992187,False,pred_logsw_reencoded_low;d_ood_reencoded_high,9.0
final,,16,CC(C)(C)OC(=O)N1CCC2CN(C(=O)c3ccccc3)CC2C1C=O,True,3.9618706703186035,0.9727646708488464,3.4754884243011475,3.5872902870178223,0.4472072422504425,3.4754884243011475,5.653975009918213,0.0,,ga_mutation_crossover,CC(C)(C)OC(=O)N1CCC2CN(C(=O)c3ccccc3)CC2C1C=O,True,1.0,pass,,358.43800000000005,66.92,0.0,4.0,4.0,2.583100000000001,2.0,3.0,26.0,6.0,0.23076923076923078,0.0,True,ok,0.9997792840003967,2.496364116668701,2.5725643634796143,0.30480140447616577,2.496364116668701,5.760918140411377,0.0,2.996253728866577,0.0,not_used,,2.996253728866577,False,pred_logsw_reencoded_low,11.0
