generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.23910832405090332,2.2210309505462646,3.901106595993042,3.901106595993042,3.090526580810547,2.332597017288208,2.331725597381592,3.5261430740356445,3.5261430740356445,2.762665271759033,0.4384361505508423,0.7807410955429077,5.624814510345459,5.29939079284668,2,0.06666666666666667,0
2,60,9.936705827713013,2.8032000064849854,3.901106595993042,3.901106595993042,3.564182758331299,2.7288010120391846,2.7279293537139893,3.5261430740356445,3.5261430740356445,3.0861010551452637,0.6014150977134705,0.7807410955429077,5.60260009765625,5.29939079284668,11,0.36666666666666664,1
3,90,17.390757083892822,3.3909108638763428,3.9069466590881348,3.9069466590881348,3.6983418464660645,2.9763853549957275,2.9742720127105713,3.537259817123413,3.537259817123413,3.225271224975586,0.904326856136322,0.7766821384429932,5.8220109939575195,4.681953430175781,24,0.8,0
4,120,24.59200167655945,3.631054401397705,3.9442801475524902,3.9442801475524902,3.8547165393829346,3.214036703109741,3.19974422454834,3.5380518436431885,3.5380518436431885,3.5013465881347656,0.8803314566612244,0.8124566078186035,5.540980815887451,4.76402473449707,20,0.6666666666666666,0
5,150,29.90363121032715,3.8361220359802246,4.258053302764893,4.258053302764893,4.029664039611816,3.4500927925109863,3.4033079147338867,3.7711479663848877,3.7711479663848877,3.588010787963867,0.8395822644233704,0.9738109111785889,5.077944278717041,5.442202568054199,16,0.5333333333333333,0
6,180,36.913145303726196,4.06535005569458,4.342113494873047,4.342113494873047,4.2555975914001465,3.6566483974456787,3.5,3.8663010597229004,3.8663010597229004,3.8011417388916016,0.8508861064910889,0.9516243934631348,4.843198776245117,5.392748832702637,20,0.6666666666666666,0
7,210,44.25326943397522,4.223687171936035,4.463207721710205,4.463207721710205,4.3772454261779785,3.781052589416504,3.498753547668457,4.0120954513549805,4.0120954513549805,3.919309139251709,0.9025728702545166,0.9022244811058044,5.091487407684326,5.063987731933594,26,0.8666666666666667,0
8,240,51.33683657646179,4.36151123046875,4.525264263153076,4.525264263153076,4.468799591064453,3.896543025970459,3.5,4.04868745803833,4.04868745803833,4.01456880569458,0.9299362897872925,0.9531531929969788,5.180667400360107,5.168770790100098,30,1.0,0
9,270,54.55932569503784,4.406493663787842,4.550857067108154,4.550857067108154,4.512136936187744,3.9763336181640625,3.5,4.073076248168945,4.073076248168945,4.039181232452393,0.9002974033355713,0.9555613994598389,5.136930465698242,5.179200172424316,26,0.8666666666666667,0
10,300,56.324689626693726,4.487819194793701,4.575539588928223,4.575539588928223,4.5420002937316895,4.020237445831299,3.5,4.106014251708984,4.106014251708984,4.066723823547363,0.9366759061813354,0.9390503168106079,5.123847484588623,5.210056304931641,29,0.9666666666666667,0
11,330,63.094552516937256,4.517061710357666,4.605883598327637,4.605883598327637,4.577998161315918,4.060713768005371,3.5,4.141178131103516,4.141178131103516,4.104208946228027,0.9186903238296509,0.9294111132621765,5.135926246643066,5.274410724639893,29,0.9666666666666667,0
12,360,70.5350923538208,4.562739372253418,4.6363091468811035,4.6363091468811035,4.607809543609619,4.097028732299805,3.5,4.169124126434326,4.169124126434326,4.127410411834717,0.9370954036712646,0.9343697428703308,5.164024829864502,5.065194129943848,29,0.9666666666666667,0
