generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,23,ga_mutation_crossover,CN1C(=O)C23C(=O)N(C)C14CN2C(=O)C(c1csc(N)n1)N34,True,4.336659908294678,0.6936063170433044,4.074971675872803,4.145382881164551,0.2816448211669922,3.5,5.0972795486450195,0.0,CN1C(=O)C23C(=O)N(C)C14CN2C(=O)C(c1csc(N)n1)N34,True,1.0,pass,,320.33400000000006,103.08,1,7,8,-1.7816999999999972,1,5,22,10,0.22727272727272727,0,True,ok,0.9878536462783813,3.594949245452881,3.6586360931396484,0.25474756956100464,3.5,6.881726264953613,0.6445097327232361,4.088876247406006,0.0,not_used,,4.088876247406006,True,pass,1
final,16,ga_mutation_crossover,COc1ccc2c(c1)OC1=CC3=C(C)N4CC(N3)N1C24,True,4.547848701477051,0.9461812376976013,4.074758052825928,4.144684791564941,0.2797066271305084,3.5,5.157468795776367,0.0,COc1ccc2c(c1)OC1=CC3=C(C)N4CC(N3)N1C24,True,1.0,pass,,269.304,36.970000000000006,1,5,6,1.7195999999999996,1,5,20,5,0.3,0,True,ok,0.7466433048248291,3.6176702976226807,3.6942076683044434,0.3061494827270508,3.5,5.8173418045043945,0.0,3.9483067989349365,0.0,not_used,,3.9483067989349365,False,p_sweet_reencoded_low,2
final,22,ga_mutation_crossover,COc1ccc2c(c1)OC1=CC3=C(C)N4CC(N3)N1C24,True,4.5365495681762695,0.8894957900047302,4.091801643371582,4.172095775604248,0.3211764991283417,3.5,5.167489051818848,0.0,COc1ccc2c(c1)OC1=CC3=C(C)N4CC(N3)N1C24,True,1.0,pass,,269.304,36.970000000000006,1,5,6,1.7195999999999996,1,5,20,5,0.3,0,True,ok,0.8768178224563599,3.377892017364502,3.4585952758789062,0.32281333208084106,3.377892017364502,6.155751705169678,0.019674476236104965,3.816300868988037,0.0,not_used,,3.816300868988037,True,pass,3
final,25,ga_mutation_crossover,CC=C1N=CN2C(C)=C(C)N3CC(O)C(C)OC123,True,4.5028510093688965,0.9432708024978638,4.031215667724609,4.111610412597656,0.3215782344341278,3.5,5.0772600173950195,0.0,CC=C1N=CN2C(C)=C(C)N3CC(O)C(C)OC123,True,1.0,pass,,249.314,48.3,1,5,6,1.2345000000000002,0,3,18,5,0.0,0,True,ok,0.9641112685203552,3.187906265258789,3.3460357189178467,0.63251793384552,3.187906265258789,7.342057704925537,1.0407099723815918,3.666719913482666,0.0,not_used,,3.666719913482666,False,d_ood_reencoded_high,4
final,3,ga_mutation_crossover,CC1=C(I)C=C(C#N)C(O)(OC(C)C)N1,True,4.609262943267822,0.9794961810112,4.1195149421691895,4.186177730560303,0.26665040850639343,3.5,5.124040126800537,0.0,CC1=C(I)C=C(C#N)C(O)(OC(C)C)N1,True,1.0,pass,,320.13000000000005,65.28,2,4,6,1.7771799999999998,2,1,15,5,0.0,1,True,ok,0.895179033279419,3.065930128097534,3.1132683753967285,0.18935339152812958,3.065930128097534,6.146100044250488,0.011367438361048698,3.513519763946533,0.0,not_used,,3.513519763946533,True,pass,5
final,18,ga_mutation_crossover,CC=C1C=C2C(N)N3CC24C(=O)N3C(=S)N4C1=O,True,4.6363091468811035,0.9343697428703308,4.169124126434326,4.24600887298584,0.30753853917121887,3.5,5.065194129943848,0.0,CC=C1C=C2C(N)N3CC24C(=O)N3C(=S)N4C1=O,True,1.0,pass,,262.29400000000004,69.88,1,5,6,-0.9037999999999999,0,4,18,7,0.0,0,True,ok,0.8560651540756226,3.016636848449707,3.084054470062256,0.2696703374385834,3.016636848449707,7.034834861755371,0.7762879729270935,3.444669485092163,0.0,not_used,,3.444669485092163,True,pass,6
final,27,ga_mutation_crossover,COc1ccc2c(c1)OC1=CC3=C(C)N4CC(N3)N1C24,True,4.5652995109558105,0.9484214186668396,4.091088771820068,4.150057315826416,0.23587431013584137,3.5,5.203094482421875,0.0,COc1ccc2c(c1)OC1=CC3=C(C)N4CC(N3)N1C24,True,1.0,pass,,269.304,36.970000000000006,1,5,6,1.7195999999999996,1,5,20,5,0.3,0,True,ok,0.9911193251609802,2.912480592727661,2.9807472229003906,0.2730661630630493,2.912480592727661,5.897948741912842,0.0,3.4080402851104736,0.0,not_used,,3.4080402851104736,True,pass,7
final,19,ga_mutation_crossover,CN1C2C3=C4C5=CCN4C(=O)C34C3CN5C14CN23,True,4.5130414962768555,0.9719314575195312,4.02707576751709,4.095975399017334,0.2755992114543915,3.5,5.213244438171387,0.0,CN1C2C3=C4C5=CCN4C(=O)C34C3CN5C14CN23,True,0.78,pass,low_tpsa,240.26599999999996,30.03,0,4,4,-1.0385999999999989,0,8,18,5,0.0,0,True,ok,0.16801533102989197,3.8076720237731934,3.9202468395233154,0.45029881596565247,3.5,5.984057903289795,0.0,3.386091947555542,0.0,not_used,,3.276091947555542,False,p_sweet_reencoded_low,8
final,8,ga_mutation_crossover,CC=NN1CCN(C)CC1C(=O)Nc1ccc(F)cc1F,True,4.552062034606934,0.8491940498352051,4.12746524810791,4.202053546905518,0.29835331439971924,3.5,5.151745319366455,0.0,CC=NN1CCN(C)CC1C(=O)Nc1ccc(F)cc1F,True,1.0,pass,,296.321,47.94,1,4,5,1.5249999999999997,3,2,21,7,0.2857142857142857,2,True,ok,0.9572708010673523,2.761683940887451,2.81712007522583,0.22174473106861115,2.761683940887451,5.837304592132568,0.0,3.24031925201416,0.0,not_used,,3.24031925201416,True,pass,9
final,0,ga_mutation_crossover,CC1=C(C)NC2(Cc3ccc(O)cc3OC2S(C)(=O)=O)C(=O)N1,True,4.605883598327637,0.9294111132621765,4.141178131103516,4.214380741119385,0.2928098440170288,3.5,5.274410724639893,0.0,CC1=C(C)NC2(Cc3ccc(O)cc3OC2S(C)(=O)=O)C(=O)N1,True,1.0,pass,,338.3850000000001,104.72999999999999,3,6,9,0.4073999999999999,1,3,23,8,0.2608695652173913,0,True,ok,0.26981768012046814,3.3260843753814697,3.5057663917541504,0.7187283635139465,3.3260843753814697,6.001492500305176,0.0,3.0368473529815674,0.0,not_used,,3.0368473529815674,False,p_sweet_reencoded_low,10
