seed_idx,initial_score,refined_score,score_gain,novelty_to_population,p_sweet,pred_logsw,d_ood
2,2.7628467082977295,3.719326972961426,0.9564802646636963,1.1877176761627197,0.8927428126335144,3.2729556560516357,6.222292423248291
1,2.2254741191864014,3.2195680141448975,0.9940938949584961,1.3581044673919678,0.9305445551872253,2.754295825958252,6.172317028045654
0,1.1170157194137573,3.1296088695526123,2.012593150138855,1.2357531785964966,0.9666872024536133,2.6462652683258057,6.494886875152588
