generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.318006753921509,0.8990381956100464,2.868487596511841,2.9553439617156982,0.3474251925945282,2.868487596511841,5.530922889709473,0.0,True
2,3.4487180709838867,0.899975061416626,2.998730421066284,3.085113048553467,0.34553050994873047,2.998730421066284,5.37007474899292,0.0,True
3,3.4880385398864746,0.9140284657478333,3.031024217605591,3.1291682720184326,0.39257654547691345,3.031024217605591,5.320293426513672,0.0,True
4,3.5292341709136963,0.9242158532142639,3.0671262741088867,3.1659655570983887,0.3953571915626526,3.0671262741088867,5.31057596206665,0.0,True
5,3.5553176403045654,0.9047303199768066,3.102952480316162,3.1957619190216064,0.37123820185661316,3.102952480316162,5.4139814376831055,0.0,True
6,3.640489101409912,0.9528907537460327,3.164043664932251,3.2595455646514893,0.38200774788856506,3.164043664932251,5.500823974609375,0.0,True
7,3.6544930934906006,0.9767747521400452,3.1661057472229004,3.2592151165008545,0.3724370300769806,3.1661057472229004,5.591008186340332,0.0,True
8,3.7614431381225586,0.975371241569519,3.2737574577331543,3.374788284301758,0.4041234850883484,3.2737574577331543,5.401165962219238,0.0,True
9,3.769547939300537,0.978783905506134,3.280155897140503,3.379735231399536,0.39831745624542236,3.280155897140503,5.398642063140869,0.0,True
10,3.7949390411376953,0.9794424176216125,3.305217742919922,3.394423007965088,0.35682106018066406,3.305217742919922,5.638409614562988,0.0,True
11,3.840278148651123,0.9827669858932495,3.3488945960998535,3.4458858966827393,0.3879653811454773,3.3488945960998535,5.469365119934082,0.0,True
12,3.8551340103149414,0.9878273606300354,3.361220359802246,3.459807872772217,0.3943501114845276,3.361220359802246,5.506957530975342,0.0,True
