generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.22766470909118652,2.1503994464874268,3.414327621459961,3.414327621459961,2.857330560684204,1.8512952327728271,1.8512952327728271,2.914358377456665,2.914358377456665,2.3724873065948486,0.7952008843421936,0.9999387264251709,5.377324104309082,5.214848518371582,3,0.1,0
2,60,11.412805080413818,2.828382730484009,3.4177470207214355,3.4177470207214355,3.258638381958008,2.360644578933716,2.360644578933716,2.917757272720337,2.917757272720337,2.7587502002716064,0.9534388780593872,0.9999793767929077,5.582146167755127,5.836676597595215,10,0.3333333333333333,0
3,90,21.990010023117065,3.1737403869628906,3.5979180335998535,3.5979180335998535,3.4309725761413574,2.7064414024353027,2.7064414024353027,3.097930431365967,3.097930431365967,2.931008815765381,0.9667745232582092,0.9999749660491943,5.694258213043213,5.174220085144043,20,0.6666666666666666,0
4,120,31.542649030685425,3.3565170764923096,3.5979180335998535,3.5979180335998535,3.4817092418670654,2.856571674346924,2.856571674346924,3.097930431365967,3.097930431365967,2.9817538261413574,0.9998902082443237,0.9999749660491943,5.470181941986084,5.174220085144043,28,0.9333333333333333,1
5,150,41.0074462890625,3.4704415798187256,3.613907814025879,3.613907814025879,3.5625388622283936,2.970496416091919,2.970496416091919,3.113921642303467,3.113921642303467,3.0625545978546143,0.999890923500061,0.9999721050262451,5.1151652336120605,4.882260322570801,30,1.0,0
6,180,50.27562427520752,3.548797607421875,3.711254119873047,3.711254119873047,3.6336231231689453,3.048828363418579,3.048828363418579,3.2112679481506348,3.2112679481506348,3.1336381435394287,0.9999372959136963,0.9999722242355347,5.001620769500732,4.9753923416137695,30,1.0,0
7,210,60.25280737876892,3.6246984004974365,3.7252893447875977,3.7252893447875977,3.693305492401123,3.1247146129608154,3.1247146129608154,3.225301504135132,3.225301504135132,3.193321943283081,0.9999665021896362,0.9999754428863525,5.013965129852295,4.941830158233643,30,1.0,0
8,240,70.06957387924194,3.682668924331665,3.785665988922119,3.785665988922119,3.736422061920166,3.182685136795044,3.182685136795044,3.28568172454834,3.28568172454834,3.236436128616333,0.9999678134918213,0.9999687671661377,5.037572383880615,5.0950822830200195,30,1.0,0
9,270,72.09552907943726,3.727989435195923,3.848177909851074,3.848177909851074,3.786008358001709,3.2280051708221436,3.2280051708221436,3.3481972217559814,3.3481972217559814,3.2860240936279297,0.9999691247940063,0.9999614953994751,5.086105823516846,5.049397945404053,30,1.0,0
10,300,78.03467750549316,3.7789089679718018,3.8627939224243164,3.8627939224243164,3.827022075653076,3.2789247035980225,3.2789247035980225,3.362811326980591,3.362811326980591,3.327038288116455,0.9999675750732422,0.9999654293060303,5.102875709533691,5.061445713043213,30,1.0,0
11,330,87.57212519645691,3.823213815689087,3.889080047607422,3.889080047607422,3.8630154132843018,3.323230504989624,3.323230504989624,3.389101982116699,3.389101982116699,3.3630332946777344,0.9999670386314392,0.9999563694000244,5.139834880828857,5.163330078125,30,1.0,0
12,360,97.01652646064758,3.848240375518799,3.9188199043273926,3.9188199043273926,3.885648727416992,3.348257541656494,3.348257541656494,3.4188337326049805,3.4188337326049805,3.385667085647583,0.9999659657478333,0.9999723434448242,5.151782512664795,5.056227207183838,30,1.0,0
