generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.414327621459961,0.9999387264251709,2.914358377456665,3.0107970237731934,0.3857542872428894,2.914358377456665,5.214848518371582,0.0,True
2,3.4177470207214355,0.9999793767929077,2.917757272720337,3.001668691635132,0.33564552664756775,2.917757272720337,5.836676597595215,0.0,True
3,3.5979180335998535,0.9999749660491943,3.097930431365967,3.197084903717041,0.39661815762519836,3.097930431365967,5.174220085144043,0.0,True
4,3.5979180335998535,0.9999749660491943,3.097930431365967,3.197084903717041,0.39661815762519836,3.097930431365967,5.174220085144043,0.0,True
5,3.613907814025879,0.9999721050262451,3.113921642303467,3.2228875160217285,0.43586301803588867,3.113921642303467,4.882260322570801,0.0,True
6,3.711254119873047,0.9999722242355347,3.2112679481506348,3.330930233001709,0.4786492586135864,3.2112679481506348,4.9753923416137695,0.0,True
7,3.7252893447875977,0.9999754428863525,3.225301504135132,3.3363163471221924,0.4440590739250183,3.225301504135132,4.941830158233643,0.0,True
8,3.785665988922119,0.9999687671661377,3.28568172454834,3.4026191234588623,0.4677494466304779,3.28568172454834,5.0950822830200195,0.0,True
9,3.848177909851074,0.9999614953994751,3.3481972217559814,3.4765002727508545,0.5132125616073608,3.3481972217559814,5.049397945404053,0.0,True
10,3.8627939224243164,0.9999654293060303,3.362811326980591,3.4914512634277344,0.5145601034164429,3.362811326980591,5.061445713043213,0.0,True
11,3.889080047607422,0.9999563694000244,3.389101982116699,3.5158488750457764,0.5069873929023743,3.389101982116699,5.163330078125,0.0,True
12,3.9188199043273926,0.9999723434448242,3.4188337326049805,3.5582275390625,0.5575748085975647,3.4188337326049805,5.056227207183838,0.0,True
