generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.414327621459961,0.9999387264251709,2.914358377456665,3.0107970237731934,0.3857542872428894,2.914358377456665,5.214848518371582,0.0,True
2,3.431861162185669,0.9999369382858276,2.9318926334381104,3.0319983959198,0.4004229009151459,2.9318926334381104,5.2386250495910645,0.0,True
3,3.6041743755340576,0.9999755620956421,3.104186534881592,3.202329158782959,0.39257004857063293,3.104186534881592,5.117335319519043,0.0,True
4,3.706069231033325,0.9999736547470093,3.206082344055176,3.3158791065216064,0.43918725848197937,3.206082344055176,5.151852607727051,0.0,True
5,3.724062919616699,0.9999759197235107,3.2240748405456543,3.3278706073760986,0.41518285870552063,3.2240748405456543,5.177172660827637,0.0,True
6,3.7850875854492188,0.9999743700027466,3.2851004600524902,3.402611494064331,0.4700442850589752,3.2851004600524902,5.326237678527832,0.0,True
7,3.81089448928833,0.9999761581420898,3.310906410217285,3.4197049140930176,0.4351944923400879,3.310906410217285,5.262295722961426,0.0,True
8,3.824032783508301,0.9999710321426392,3.324047327041626,3.4447121620178223,0.4826592206954956,3.324047327041626,5.182342529296875,0.0,True
9,3.8652045726776123,0.9999743700027466,3.365217447280884,3.4794440269470215,0.45690611004829407,3.365217447280884,5.357085227966309,0.0,True
10,3.8652045726776123,0.9999743700027466,3.365217447280884,3.4794440269470215,0.45690611004829407,3.365217447280884,5.357085227966309,0.0,True
11,3.9489870071411133,0.9999659061431885,3.4490039348602295,3.5676040649414062,0.47440022230148315,3.4490039348602295,5.207850456237793,0.0,True
12,3.996957778930664,0.9999721050262451,3.496971607208252,3.623021364212036,0.5041993260383606,3.496971607208252,5.412394046783447,0.0,True
