generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,9.299211502075195,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
2,9.423998832702637,0.99796462059021,1.8274608850479126,1.8274608850479126,0.2137964367866516,1.8274608850479126,5.880233287811279,0.0,9.423998832702637,0.2487754374742508,2.3264431953430176,False
3,9.472963333129883,0.9980548620223999,1.9685109853744507,1.9685109853744507,0.23529398441314697,1.9685109853744507,5.950421333312988,0.0,9.472963333129883,0.22668856382369995,2.467538356781006,False
4,10.028629302978516,0.9970644116401672,2.3594584465026855,2.3594584465026855,0.16376319527626038,2.3594584465026855,5.820064067840576,0.0,10.028629302978516,0.312399297952652,2.8579907417297363,False
5,10.037897109985352,0.9972660541534424,2.346238374710083,2.346238374710083,0.1591787040233612,2.346238374710083,5.859838485717773,0.0,10.037897109985352,0.30599385499954224,2.8448715209960938,False
6,10.260290145874023,0.9864411950111389,2.32309627532959,2.32309627532959,0.1914144605398178,2.32309627532959,5.9526872634887695,0.0,10.260290145874023,0.3918535113334656,2.816316843032837,False
7,10.463459968566895,0.9855798482894897,2.365173816680908,2.365173816680908,0.19413192570209503,2.365173816680908,5.886263370513916,0.0,10.463459968566895,0.3536204695701599,2.857963800430298,False
8,10.463459968566895,0.9855798482894897,2.365173816680908,2.365173816680908,0.19413192570209503,2.365173816680908,5.886263370513916,0.0,10.463459968566895,0.3536204695701599,2.857963800430298,False
9,10.580687522888184,0.9961121678352356,2.3247852325439453,2.3247852325439453,0.15133734047412872,2.3247852325439453,5.664814472198486,0.0,10.580687522888184,0.3512922525405884,2.8228414058685303,False
10,10.688923835754395,0.9958726763725281,2.27421236038208,2.27421236038208,0.1722801774740219,2.27421236038208,5.6736273765563965,0.0,10.688923835754395,0.28582248091697693,2.772148609161377,False
11,10.702546119689941,0.9964879751205444,2.3008060455322266,2.3008060455322266,0.1990334540605545,2.3008060455322266,5.682060718536377,0.0,10.702546119689941,0.28862470388412476,2.7990500926971436,False
12,10.810508728027344,0.9927160143852234,2.264756441116333,2.264756441116333,0.1738051474094391,2.264756441116333,5.710615158081055,0.0,10.810508728027344,0.32565441727638245,2.7611143589019775,False
