generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,16,ga_mutation_crossover,CN1C2C(N3CCN(C(=O)CCN)CC3)C3=C4NC1(C3)C(c1ccco1)N42,True,4.084517002105713,0.9612677693367004,3.6038830280303955,3.6995460987091064,0.38265252113342285,3.5,5.723640441894531,0.0,CN1C2C(N3CCN(C(=O)CCN)CC3)C3=C4NC1(C3)C(c1ccco1)N42,True,1.0,pass,,370.4570000000001,81.22,2,7,9,-0.3157999999999972,4,6,27,8,0.18518518518518517,0,True,ok,0.9594875574111938,3.294984817504883,3.439093828201294,0.5764361619949341,3.294984817504883,7.832165718078613,1.462538480758667,3.7378933429718018,0.0,not_used,,3.7378933429718018,False,d_ood_reencoded_high,1
final,1,ga_mutation_crossover,CC=C1C=C2c3cn(c4ccccc34)C(=O)C23N(C1)C(=O)n1c2c(C#N)cccc2c(=O)n13,True,4.156033515930176,0.982367753982544,3.6648495197296143,3.752237319946289,0.3495507836341858,3.5,5.710692405700684,0.0,CC=C1C=C2c3cn(c4ccccc34)C(=O)C23N(C1)C(=O)n1c2c(C#N)cccc2c(=O)n13,True,0.96,pass,,433.4270000000002,93.03,0,7,7,3.263180000000002,0,7,33,8,0.5454545454545454,0,True,ok,0.6711663007736206,3.509296417236328,3.623120069503784,0.45529475808143616,3.5,7.391994476318359,1.08368980884552,3.7351479530334473,0.0,not_used,,3.7151479530334472,False,p_sweet_reencoded_low;d_ood_reencoded_high,2
final,11,ga_mutation_crossover,N#Cc1cc2cc(F)c1N(C(=O)NC=NCC1CC1)N2C(=O)c1cccnc1,True,4.088335990905762,0.9310379028320312,3.622816801071167,3.7122597694396973,0.35777223110198975,3.5,5.908945560455322,0.0,N#Cc1cc2cc(F)c1N(C(=O)NC=NCC1CC1)N2C(=O)c1cccnc1,True,1.0,pass,,378.36700000000013,101.69000000000001,1,5,6,2.6220800000000013,4,5,28,9,0.42857142857142855,1,True,ok,0.9138116240501404,3.1246445178985596,3.2394134998321533,0.45907601714134216,3.1246445178985596,6.348336696624756,0.1854294389486313,3.581550359725952,0.0,not_used,,3.581550359725952,True,pass,3
final,14,ga_mutation_crossover,COc1ccc2c3c1N1C4=C5C(=O)N6CC7(C)CCC8(N5CC15N2C(=NCN58)S3)C46C7,True,4.0712690353393555,0.9692464470863342,3.5866456031799316,3.666619062423706,0.31989336013793945,3.5,5.646664619445801,0.0,COc1ccc2c3c1N1C4=C5C(=O)N6CC7(C)CCC8(N5CC15N2C(=NCN58)S3)C46C7,True,0.96,pass,,432.5090000000002,54.86000000000001,0,8,8,1.7456999999999998,1,10,31,9,0.1935483870967742,0,True,ok,0.5736827850341797,3.431926727294922,3.5575034618377686,0.5023071765899658,3.431926727294922,7.4836554527282715,1.162580966949463,3.524766683578491,0.0,not_used,,3.504766683578491,False,p_sweet_reencoded_low;d_ood_reencoded_high,4
final,4,ga_mutation_crossover,N#Cc1ccc(NC(=O)C2=C3NC(=O)N(c4nc(C5CC5)no4)C(C2)N3)cc1,True,4.037335395812988,0.9375891089439392,3.5685408115386963,3.649773359298706,0.32493048906326294,3.5,5.643589973449707,0.0,N#Cc1ccc(NC(=O)C2=C3NC(=O)N(c4nc(C5CC5)no4)C(C2)N3)cc1,True,1.0,pass,,377.36400000000015,136.18,3,7,10,1.5179799999999997,4,5,28,10,0.39285714285714285,0,True,ok,0.9996557235717773,2.9578073024749756,3.097169876098633,0.5574506521224976,2.9578073024749756,6.877685546875,0.6410319209098816,3.4576351642608643,0.0,not_used,,3.4576351642608643,True,pass,5
final,7,ga_mutation_crossover,CC=C(Cl)C=C(N=c1sc2nn1c(C)c2C(=O)Nc1ccc(OC)cc1)N(C)C,True,4.201841354370117,0.9847500324249268,3.7094662189483643,3.7953102588653564,0.34337595105171204,3.5,5.7563886642456055,0.0,CC=C(Cl)C=C(N=c1sc2nn1c(C)c2C(=O)Nc1ccc(OC)cc1)N(C)C,True,0.88,pass,,431.9490000000001,71.23,1,7,8,3.8492200000000025,6,3,29,9,0.4482758620689655,1,True,ok,0.8994587063789368,2.867810010910034,2.9264073371887207,0.2343893051147461,2.867810010910034,7.799181938171387,1.4341498613357544,3.2829649448394775,0.0,not_used,,3.2229649448394775,False,d_ood_reencoded_high,6
final,17,ga_mutation_crossover,CC(C)(C)CNc1ncc(N=CC2CC(c3ccccc3)=NO2)s1,True,4.1215925216674805,0.972451388835907,3.635366916656494,3.7250068187713623,0.35855987668037415,3.5,5.810282230377197,0.0,CC(C)(C)CNc1ncc(N=CC2CC(c3ccccc3)=NO2)s1,True,0.88,pass,,342.468,58.870000000000005,1,6,7,4.4966000000000035,5,3,24,6,0.4583333333333333,0,True,ok,0.1932099312543869,3.5578088760375977,3.6572577953338623,0.39779528975486755,3.5,6.57772970199585,0.38286450505256653,3.1689817905426025,0.0,not_used,,3.1089817905426025,False,p_sweet_reencoded_low,7
final,19,ga_mutation_crossover,CCCC(CCO)CCN1C(=O)C(C(=O)Nc2c(C)cccc2C)=CC1=NO,True,4.043799877166748,0.8770458698272705,3.6052770614624023,3.678614854812622,0.2933507561683655,3.5,5.610971927642822,0.0,CCCC(CCO)CCN1C(=O)C(C(=O)Nc2c(C)cccc2C)=CC1=NO,True,1.0,pass,,387.4800000000001,102.23,3,5,8,2.9870400000000012,9,2,28,7,0.21428571428571427,0,True,ok,0.15484340488910675,3.418919801712036,3.5223536491394043,0.4137353003025055,3.418919801712036,7.441764831542969,1.1265263557434082,2.970139741897583,0.0,not_used,,2.970139741897583,False,p_sweet_reencoded_low;d_ood_reencoded_high,8
final,0,ga_mutation_crossover,Cc1ccc(CNC(=CC=CC=C2CC(c3ccc(F)cc3)NC2C(C)(C)C)N(C)C)cc1,True,4.177831172943115,0.9872531294822693,3.684204578399658,3.7719573974609375,0.35101091861724854,3.5,5.8899993896484375,0.0,Cc1ccc(CNC(=CC=CC=C2CC(c3ccc(F)cc3)NC2C(C)(C)C)N(C)C)cc1,True,0.7000000000000001,pass,too_hydrophobic;low_tpsa,447.64200000000017,27.299999999999997,2,3,5,6.258620000000006,7,3,33,4,0.36363636363636365,1,True,ok,0.999680757522583,2.6447839736938477,2.7866342067718506,0.5674005150794983,2.6447839736938477,7.658154487609863,1.3127696514129639,3.119716167449951,0.0,not_used,,2.9697161674499513,False,d_ood_reencoded_high,9
final,21,ga_mutation_crossover,CC(=O)N(CC(C)(C)C)NC(=O)c1ccc2cc1N1C(=O)c3ccc(F)cc3N(C)C21N1CCOCC1,True,4.165417671203613,0.9617753028869629,3.6845297813415527,3.772355556488037,0.3513035774230957,3.5,5.833743095397949,0.0,CC(=O)N(CC(C)(C)C)NC(=O)c1ccc2cc1N1C(=O)c3ccc(F)cc3N(C)C21N1CCOCC1,True,1.0,pass,,509.5820000000004,85.42999999999999,1,6,7,2.9178000000000015,3,5,37,10,0.32432432432432434,1,True,ok,0.9954336285591125,2.442856788635254,2.5055103302001953,0.25061389803886414,2.442856788635254,7.460965633392334,1.1430522203445435,2.9291813373565674,0.0,not_used,,2.9291813373565674,False,pred_logsw_reencoded_low;d_ood_reencoded_high,10
