generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.23475313186645508,2.1742570400238037,3.3883111476898193,3.3883111476898193,2.90645170211792,2.2547216415405273,2.2547216415405273,2.9608044624328613,2.9608044624328613,2.5620198249816895,0.4547688066959381,0.8550133109092712,5.939043045043945,6.286275386810303,1,0.03333333333333333,0
2,60,16.187355995178223,2.8784778118133545,3.5558907985687256,3.5558907985687256,3.227043867111206,2.6334009170532227,2.6334009170532227,3.0772206783294678,3.0772206783294678,3.0788397789001465,0.734166145324707,0.9573400616645813,6.044430732727051,5.598992347717285,4,0.13333333333333333,0
3,90,31.001464128494263,3.235759973526001,3.8601224422454834,3.8601224422454834,3.550814390182495,2.938913583755493,2.933912992477417,3.379751443862915,3.379751443862915,3.131124973297119,0.7684739232063293,0.9607419967651367,6.096835613250732,6.221847057342529,14,0.4666666666666667,0
4,120,41.469820499420166,3.4854981899261475,3.903498649597168,3.903498649597168,3.6997103691101074,3.095339298248291,3.0843162536621094,3.432924747467041,3.432924747467041,3.325030565261841,0.8521955013275146,0.9411475658416748,5.9373908042907715,5.955832004547119,24,0.8,0
5,150,54.41698884963989,3.7391765117645264,3.9867029190063477,3.9867029190063477,3.91119647026062,3.31134295463562,3.2966806888580322,3.5464773178100586,3.5464773178100586,3.469558000564575,0.8880817294120789,0.8804510235786438,5.895151138305664,5.7417473793029785,26,0.8666666666666667,0
6,180,68.8831057548523,3.861152410507202,4.00697660446167,4.00697660446167,3.953547239303589,3.468439817428589,3.4459359645843506,3.540433883666992,3.5464773178100586,3.5202107429504395,0.8465244174003601,0.933085024356842,5.909244060516357,6.007363319396973,23,0.7666666666666667,0
7,210,82.85345554351807,3.9342703819274902,4.00697660446167,4.00697660446167,3.992673873901367,3.5153279304504395,3.4812657833099365,3.540433883666992,3.5464773178100586,3.5421535968780518,0.8623388409614563,0.933085024356842,5.8244853019714355,6.007363319396973,24,0.8,1
8,240,90.65753364562988,3.9505412578582764,4.090773105621338,4.090773105621338,4.025542736053467,3.5425901412963867,3.4926979541778564,3.608553886413574,3.608553886413574,3.5669639110565186,0.852063000202179,0.964438259601593,5.794124126434326,5.622895240783691,21,0.7,0
9,270,99.72206902503967,3.983342409133911,4.090773105621338,4.090773105621338,4.052981376647949,3.5350255966186523,3.491899251937866,3.608553886413574,3.608553886413574,3.5804684162139893,0.9066504240036011,0.964438259601593,5.829722881317139,5.622895240783691,28,0.9333333333333333,1
10,300,115.1428382396698,4.024470329284668,4.1057281494140625,4.1057281494140625,4.083482265472412,3.5647377967834473,3.495692729949951,3.6322760581970215,3.6322760581970215,3.605224609375,0.923044741153717,0.9469040632247925,5.769731521606445,5.826775550842285,28,0.9333333333333333,0
11,330,130.46878957748413,4.0617995262146,4.177831172943115,4.177831172943115,4.125625133514404,3.599663257598877,3.5,3.684204578399658,3.684204578399658,3.6480350494384766,0.935757040977478,0.9872531294822693,5.755392074584961,5.8899993896484375,28,0.9333333333333333,0
12,360,142.27338194847107,4.0991291999816895,4.201841354370117,4.201841354370117,4.163994312286377,3.624598264694214,3.5,3.7094662189483643,3.7094662189483643,3.6813273429870605,0.9490614533424377,0.9847500324249268,5.766846179962158,5.7563886642456055,30,1.0,0
