generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,2.7658469676971436,0.9999837875366211,2.7658469676971436,2.7658469676971436,0.2119266390800476,2.7658469676971436,5.298385143280029,0.0,7.660553932189941,0.40941938757896423,3.265838861465454,False
2,2.82238507270813,0.9999828338623047,2.82238507270813,2.82238507270813,0.19532911479473114,2.82238507270813,5.172839164733887,0.0,7.804107666015625,0.44118016958236694,3.3223764896392822,True
3,2.82238507270813,0.9999828338623047,2.82238507270813,2.82238507270813,0.19532911479473114,2.82238507270813,5.172839164733887,0.0,7.804107666015625,0.44118016958236694,3.3223764896392822,True
4,2.8263192176818848,0.9999815225601196,2.8263192176818848,2.8263192176818848,0.18263594806194305,2.8263192176818848,5.304646968841553,0.0,7.788144588470459,0.4107517600059509,3.3263099193573,True
5,2.888698101043701,0.9999804496765137,2.888698101043701,2.888698101043701,0.17264360189437866,2.888698101043701,5.235037803649902,0.0,7.819512844085693,0.4156480133533478,3.388688325881958,True
6,2.919140100479126,0.9999603033065796,2.919140100479126,2.919140100479126,0.18327859044075012,2.919140100479126,5.1161065101623535,0.0,7.616856575012207,0.34303343296051025,3.4191203117370605,True
7,2.9634671211242676,0.9999696016311646,2.9634671211242676,2.9634671211242676,0.26874470710754395,2.9634671211242676,4.995948791503906,0.0,8.350993156433105,0.3088182508945465,3.463451862335205,True
8,3.020576238632202,0.9999642372131348,3.020576238632202,3.020576238632202,0.2711854577064514,3.020576238632202,4.989249229431152,0.0,8.358274459838867,0.3017900288105011,3.5205583572387695,True
9,3.036231517791748,0.9999617338180542,3.036231517791748,3.036231517791748,0.2491566240787506,3.036231517791748,5.021127223968506,0.0,8.401651382446289,0.3363707959651947,3.53621244430542,True
10,3.099623680114746,0.9999667406082153,3.099623680114746,3.099623680114746,0.2657110095024109,3.099623680114746,5.081557750701904,0.0,8.434103965759277,0.3260340392589569,3.599606990814209,True
11,3.146928071975708,0.999961256980896,3.146928071975708,3.146928071975708,0.24355515837669373,3.146928071975708,5.063942909240723,0.0,8.34459400177002,0.2964727282524109,3.646908760070801,True
12,3.1812222003936768,0.9999642372131348,3.1812222003936768,3.1812222003936768,0.2574155330657959,3.1812222003936768,5.128861427307129,0.0,8.5770263671875,0.3708512485027313,3.681204319000244,True
