generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve,method,seed
2,60,0.3129835128784179,2.9433672428131104,3.3146510124206543,3.3146510124206543,3.237330675125122,2.4664108753204346,2.4664108753204346,2.819701910018921,2.819701910018921,2.741236925125122,0.953912615776062,0.9898983836174012,6.192762851715088,6.946752071380615,28,0.9333333333333332,0,B,2029
3,90,0.3517394065856933,3.2052371501922607,3.3990354537963867,3.3990354537963867,3.311318874359131,2.712954521179199,2.712954521179199,2.90028715133667,2.90028715133667,2.813840866088867,0.9845662713050842,0.9974965453147888,6.492760181427002,6.562169075012207,30,1.0,0,B,2029
4,120,0.3945882320404053,3.312396049499512,3.4774205684661865,3.4774205684661865,3.3972039222717285,2.8141260147094727,2.8141260147094727,2.978005170822144,2.978005170822144,2.8985486030578613,0.9965407848358154,0.9988309741020204,6.555184841156006,5.659486293792725,30,1.0,0,B,2029
5,150,0.4376873970031738,3.4042532444000244,3.510336637496948,3.510336637496948,3.4567711353302,2.905214071273804,2.905214071273804,3.010707139968872,3.010707139968872,2.9572527408599854,0.998077154159546,0.9992589354515076,6.285731792449951,5.597198009490967,30,1.0,0,B,2029
6,180,0.4808180332183838,3.470093250274658,3.5924675464630127,3.5924675464630127,3.525714159011841,2.970578193664551,2.970578193664551,3.0928237438201904,3.0928237438201904,3.0261034965515137,0.9990308880805968,0.9992875456809998,5.897435188293457,5.669747352600098,30,1.0,0,B,2029
7,210,0.5254783630371094,3.518086194992065,3.599993228912353,3.599993228912353,3.586793899536133,3.0185465812683105,3.0185465812683105,3.100850343704224,3.100850343704224,3.087298631668091,0.9990804195404052,0.998285710811615,5.722376823425293,5.698432922363281,30,1.0,0,B,2029
8,240,0.5627472400665283,3.5668070316314697,3.632291316986084,3.632291316986084,3.603553295135498,3.067354440689087,3.067354440689087,3.1332950592041016,3.1332950592041016,3.104294776916504,0.9989054203033448,0.997992753982544,5.698927879333496,5.682073593139648,30,1.0,0,B,2029
9,270,0.6067049503326416,3.593419551849365,3.650393724441528,3.650393724441528,3.632307767868042,3.0941271781921387,3.0941271781921387,3.1529741287231445,3.1529741287231445,3.1333978176116943,0.9985857009887696,0.9948391318321228,5.738299369812012,5.770411014556885,30,1.0,0,B,2029
10,300,0.6499843597412109,3.623797655105591,3.702272415161133,3.702272415161133,3.658430814743042,3.124709129333496,3.124709129333496,3.203166007995605,3.203166007995605,3.159477949142456,0.9981773495674132,0.9982129335403442,5.725755214691162,5.703419208526611,30,1.0,0,B,2029
11,330,0.6870715618133545,3.651737928390503,3.742574691772461,3.742574691772461,3.697826862335205,3.152650594711304,3.152650594711304,3.242885112762451,3.242885112762451,3.1984763145446777,0.9981740713119508,0.9993791580200196,5.7427239418029785,5.835324764251709,30,1.0,0,B,2029
12,360,0.7314114570617676,3.690587520599365,3.7588915824890137,3.7588915824890137,3.735790967941284,3.1913559436798096,3.1913559436798096,3.2596588134765625,3.2596588134765625,3.2367217540740967,0.998464286327362,0.9984655380249025,5.766136646270752,5.739157199859619,30,1.0,0,B,2029
1,30,0.2363994121551513,1.968110203742981,3.675082683563232,3.675082683563232,2.966479539871216,1.4966145753860474,1.4966145753860474,3.267822027206421,3.267822027206421,2.4933454990386963,0.965093731880188,0.8145214319229126,5.8132429122924805,5.6635942459106445,5,0.1666666666666666,0,B,2030
2,60,0.2719147205352783,2.9471254348754883,3.691006660461426,3.691006660461426,3.4389541149139404,2.483263731002808,2.483263731002808,3.310333251953125,3.310333251953125,2.9989006519317627,0.9567692875862122,0.761346697807312,6.5216593742370605,5.638944625854492,16,0.5333333333333333,0,B,2030
3,90,0.3149762153625488,3.2933716773986816,3.691006660461426,3.691006660461426,3.639777660369873,2.965033054351806,2.965033054351806,3.310333251953125,3.310333251953125,3.226386308670044,0.7774055004119873,0.761346697807312,6.49467658996582,5.638944625854492,20,0.6666666666666666,1,B,2030
4,120,0.3589153289794922,3.538519382476806,3.730790615081787,3.730790615081787,3.6971898078918457,3.145702838897705,3.145702838897705,3.2962400913238525,3.310333251953125,3.291069507598877,0.8054602742195129,0.8691011667251587,5.940090656280518,5.60444974899292,28,0.9333333333333332,0,B,2030
5,150,0.4019055366516113,3.699862003326416,3.807333469390869,3.807333469390869,3.743554592132568,3.280738592147827,3.280738592147827,3.396737098693848,3.396737098693848,3.30494236946106,0.8382470011711121,0.8211926817893982,5.707687377929688,5.647640228271484,30,1.0,0,B,2030
6,180,0.4435524940490722,3.742179393768311,3.858021020889282,3.858021020889282,3.812040328979492,3.317617177963257,3.317617177963257,3.428030252456665,3.428030252456665,3.363215684890747,0.8491243720054626,0.8599815368652344,5.702213764190674,5.655566215515137,30,1.0,0,B,2030
