generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,26,ga_mutation_crossover,O=C1c2cn(c3cc(Cl)ccc23)C12NCCCO2,True,4.110245227813721,0.9994807839393616,3.6105048656463623,3.6945743560791016,0.33627787232398987,3.5,5.133112907409668,0.0,O=C1c2cn(c3cc(Cl)ccc23)C12NCCCO2,True,1.0,pass,,262.69599999999997,43.260000000000005,1,4,5,2.1111999999999993,0,4,18,5,0.5,1,True,ok,0.9674147367477417,2.758729934692383,2.870070457458496,0.4453621208667755,2.758729934692383,5.801705837249756,0.0,3.2424373626708984,0.0,not_used,,3.2424373626708984,True,pass,1
final,25,ga_mutation_crossover,CCCOc1ccc2c3cn(c2c1)C(NCC)C3=O,True,4.102041244506836,0.9965119957923889,3.6037850379943848,3.690260648727417,0.34590229392051697,3.5,5.144692420959473,0.0,CCCOc1ccc2c3cn(c2c1)C(NCC)C3=O,True,1.0,pass,,258.32099999999997,43.26,1,4,5,2.7345000000000006,5,3,19,4,0.47368421052631576,0,True,ok,0.8845196962356567,2.622187852859497,2.7217884063720703,0.3984021544456482,2.622187852859497,5.904892921447754,0.0,3.0644476413726807,0.0,not_used,,3.0644476413726807,True,pass,2
final,20,ga_mutation_crossover,CN1CCCOC12Cc1cn2c2cc(O)ccc12,True,4.046673774719238,0.9991986155509949,3.547074317932129,3.638326644897461,0.3650096356868744,3.5,5.2251105308532715,0.0,CN1CCCOC12Cc1cn2c2cc(O)ccc12,True,1.0,pass,,244.294,37.629999999999995,1,4,5,1.8653999999999997,0,4,18,4,0.5,0,True,ok,0.6568564176559448,2.7960128784179688,2.8695740699768066,0.2942452132701874,2.7960128784179688,5.854421615600586,0.0,3.0099263191223145,0.0,not_used,,3.0099263191223145,False,p_sweet_reencoded_low,3
final,6,ga_mutation_crossover,CCCOc1ccc2c3cn(c2c1)C(NCC)C3=O,True,4.036215782165527,0.9980641007423401,3.5371837615966797,3.6310768127441406,0.3755723237991333,3.5,5.143270969390869,0.0,CCCOc1ccc2c3cn(c2c1)C(NCC)C3=O,True,1.0,pass,,258.32099999999997,43.26,1,4,5,2.7345000000000006,5,3,19,4,0.47368421052631576,0,True,ok,0.641598105430603,2.7974250316619873,2.847874879837036,0.20179982483386993,2.7974250316619873,5.61452054977417,0.0,2.991502523422241,0.0,not_used,,2.991502523422241,False,p_sweet_reencoded_low,4
final,16,ga_mutation_crossover,CCCOc1ccc2c3cn(c2c1)C1(NCC(=O)O1)C3=O,True,4.085622310638428,0.9976703524589539,3.586786985397339,3.674532651901245,0.3509823679924011,3.5,5.36544942855835,0.0,CCCOc1ccc2c3cn(c2c1)C1(NCC(=O)O1)C3=O,True,1.0,pass,,286.28700000000003,69.56,1,6,7,1.3831,3,4,21,6,0.42857142857142855,0,True,ok,0.0007643477292731404,3.4728105068206787,3.5458340644836426,0.29209378361701965,3.4728105068206787,6.0474772453308105,0.0,2.833804130554199,0.0,not_used,,2.833804130554199,False,p_sweet_reencoded_low,5
final,5,ga_mutation_crossover,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,4.13366174697876,0.9978128671646118,3.6347551345825195,3.7072017192840576,0.2897859513759613,3.5,5.164853096008301,0.0,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,1.0,pass,,260.337,41.57,1,4,5,1.8956999999999997,3,3,19,4,0.3157894736842105,0,True,ok,0.016224266961216927,3.344172954559326,3.411921262741089,0.2709932327270508,3.344172954559326,5.87710428237915,0.0,2.725264549255371,0.0,not_used,,2.725264549255371,False,p_sweet_reencoded_low,6
final,7,ga_mutation_crossover,CC1CN2CC34OC5CC(F)(C6N3C(=O)C(=O)N1C562)N4C,True,4.135847568511963,0.99832683801651,3.6366841793060303,3.7207489013671875,0.33625903725624084,3.5,5.119692325592041,0.0,CC1CN2CC34OC5CC(F)(C6N3C(=O)C(=O)N1C562)N4C,True,1.0,pass,,294.286,56.330000000000005,0,5,5,-1.4926999999999977,0,5,21,8,0.0,1,True,ok,0.9911504983901978,2.211690902709961,2.359771728515625,0.5923234224319458,2.211690902709961,7.407681465148926,1.097191333770752,2.699526071548462,0.0,not_used,,2.699526071548462,False,pred_logsw_reencoded_low;d_ood_reencoded_high,7
final,19,ga_mutation_crossover,CC1C2C(=O)C3(OCCCN13)N(C)c1ccccc12,True,4.158563137054443,0.9980779886245728,3.6595242023468018,3.745189666748047,0.34266197681427,3.5,5.240503311157227,0.0,CC1C2C(=O)C3(OCCCN13)N(C)c1ccccc12,True,0.8200000000000001,pass,low_tpsa,258.321,32.78,0,4,4,1.5673,0,4,19,4,0.3157894736842105,0,True,ok,0.9898374676704407,2.1501200199127197,2.220611095428467,0.2819640636444092,2.1501200199127197,6.007082939147949,0.0,2.6450388431549072,0.0,not_used,,2.5550388431549074,False,pred_logsw_reencoded_low,8
final,8,ga_mutation_crossover,Clc1ccc(OCCCNC2CCCn3ncnc32)cc1,True,4.0416646003723145,0.998324453830719,3.5425021648406982,3.6254477500915527,0.3317824602127075,3.5,5.132706165313721,0.0,Clc1ccc(OCCCNC2CCCn3ncnc32)cc1,True,1.0,pass,,306.79699999999997,51.97,1,5,6,2.825100000000001,6,3,21,6,0.5238095238095238,1,True,ok,0.126215860247612,3.0201852321624756,3.088773250579834,0.27435195446014404,3.0201852321624756,5.907146453857422,0.0,2.5442657470703125,0.0,not_used,,2.5442657470703125,False,p_sweet_reencoded_low,9
final,10,ga_mutation_crossover,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,4.1530656814575195,0.9991488456726074,3.653491258621216,3.7356104850769043,0.32847660779953003,3.5,5.106991291046143,0.0,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,1.0,pass,,260.337,41.57,1,4,5,1.8956999999999997,3,3,19,4,0.3157894736842105,0,True,ok,0.0021733008325099945,3.108680009841919,3.1776695251464844,0.27595803141593933,3.108680009841919,6.150550365447998,0.015197762288153172,2.4715054035186768,0.0,not_used,,2.4715054035186768,False,p_sweet_reencoded_low,10
final,0,ga_mutation_crossover,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,4.164173603057861,0.9888267517089844,3.669760227203369,3.7478694915771484,0.312437504529953,3.5,5.141059398651123,0.0,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,1.0,pass,,260.337,41.57,1,4,5,1.8956999999999997,3,3,19,4,0.3157894736842105,0,True,ok,0.061655234545469284,3.0017752647399902,3.072488307952881,0.2828519344329834,3.0017752647399902,5.997232913970947,0.0,2.441926956176758,0.0,not_used,,2.441926956176758,False,p_sweet_reencoded_low,11
final,18,ga_mutation_crossover,CCCOc1ccc2c(c1)N1C(O)=C3C(=O)OC14CC2C(C)N34,True,4.054269790649414,0.9947028756141663,3.5569183826446533,3.655689239501953,0.39508315920829773,3.5,5.290334224700928,0.0,CCCOc1ccc2c(c1)N1C(O)=C3C(=O)OC14CC2C(C)N34,True,1.0,pass,,314.341,62.24,1,6,7,2.4245,3,5,23,6,0.2608695652173913,0,True,ok,0.6088440418243408,2.276005506515503,2.3505349159240723,0.29811808466911316,2.276005506515503,6.633031368255615,0.4304617941379547,2.4275028705596924,0.0,not_used,,2.4275028705596924,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,12
final,2,ga_mutation_crossover,CCCOc1ccc2c3cn(c2c1)C1(NCC(=O)O1)C3=O,True,4.147862911224365,0.9989387392997742,3.6483936309814453,3.7294623851776123,0.3242754638195038,3.5,5.1158447265625,0.0,CCCOc1ccc2c3cn(c2c1)C1(NCC(=O)O1)C3=O,True,1.0,pass,,286.28700000000003,69.56,1,6,7,1.3831,3,4,21,6,0.42857142857142855,0,True,ok,0.058337967842817307,2.9911587238311768,3.0374627113342285,0.18521566689014435,2.9911587238311768,6.101096153259277,0.0,2.4269981384277344,0.0,not_used,,2.4269981384277344,False,p_sweet_reencoded_low,13
final,1,ga_mutation_crossover,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,4.160294532775879,0.998357355594635,3.661115884780884,3.7424263954162598,0.3252420425415039,3.5,5.085809230804443,0.0,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,True,1.0,pass,,260.337,41.57,1,4,5,1.8956999999999997,3,3,19,4,0.3157894736842105,0,True,ok,0.007762247230857611,3.003854751586914,3.085832118988037,0.3279094696044922,3.003854751586914,6.096599102020264,0.0,2.373945713043213,0.0,not_used,,2.373945713043213,False,p_sweet_reencoded_low,14
