generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.4402923583984375,0.953873336315155,2.963355779647827,3.055539608001709,0.36873507499694824,2.963355779647827,5.799986839294434,0.0,True
2,3.504894971847534,0.9980586171150208,3.0058655738830566,3.1143813133239746,0.4340628981590271,3.0058655738830566,5.582856178283691,0.0,True
3,3.7596359252929688,0.9985987544059753,3.2603366374969482,3.3647212982177734,0.41753846406936646,3.2603366374969482,5.151772499084473,0.0,True
4,3.8237125873565674,0.9991580247879028,3.3241336345672607,3.4240264892578125,0.39957156777381897,3.3241336345672607,5.168099880218506,0.0,True
5,3.9385383129119873,0.9993888139724731,3.4388439655303955,3.533766269683838,0.3796893358230591,3.4388439655303955,5.104629039764404,0.0,True
6,3.9755423069000244,0.999160647392273,3.475961923599243,3.582759141921997,0.4271884262561798,3.475961923599243,5.140101432800293,0.0,True
7,3.992964267730713,0.9991022348403931,3.493413209915161,3.5846896171569824,0.36510583758354187,3.493413209915161,5.157168388366699,0.0,True
8,4.06430721282959,0.9982395172119141,3.565187454223633,3.6570115089416504,0.36729589104652405,3.5,5.234946250915527,0.0,True
9,4.084319114685059,0.998785674571991,3.584926128387451,3.6747703552246094,0.3593772351741791,3.5,5.0732951164245605,0.0,True
10,4.117469310760498,0.9980626702308655,3.6184377670288086,3.700120210647583,0.32672950625419617,3.5,5.098998069763184,0.0,True
11,4.164173603057861,0.9888267517089844,3.669760227203369,3.7478694915771484,0.312437504529953,3.5,5.141059398651123,0.0,True
12,4.188876152038574,0.9776182770729065,3.7000670433044434,3.7778728008270264,0.3112229108810425,3.5,5.18890905380249,0.0,True
