method,seed,generation,hard_pass,n,topk_logsw,topk_p_sweet,best_logsw,mean_ood
D,2029,9,5,5,3.4313735008239745,0.9634340763092041,3.4704291820526123,5.942684078216553
D,2029,10,5,5,3.477589559555054,0.9580829262733459,3.5145339965820312,5.9274555206298825
D,2029,11,5,5,3.5088109970092773,0.9524656772613526,3.5252890586853027,5.946662425994873
D,2029,12,5,5,3.525062084197998,0.9639904737472534,3.565375566482544,5.987804698944092
D,2030,1,3,5,2.6553146839141846,0.9980704545974731,2.914358377456665,6.043992233276367
D,2030,2,3,3,2.800574858983358,0.9998201131820679,2.9318926334381104,5.947030067443848
D,2030,3,4,4,3.0012396574020386,0.9999691545963287,3.104186534881592,5.237773776054382
D,2030,4,5,5,3.12019362449646,0.9999687910079956,3.206082344055176,5.153323078155518
D,2030,5,5,5,3.1871245861053468,0.9999738216400147,3.2240748405456543,5.046889400482177
D,2030,6,3,3,3.26043168703715,0.9999761581420898,3.2851004600524902,5.2727969487508135
D,2030,7,5,5,3.2828986167907717,0.9999748468399048,3.310906410217285,5.2261731147766115
D,2030,8,5,5,3.3078143119812013,0.9999732732772827,3.324047327041626,5.246480083465576
D,2030,9,5,5,3.3360111713409424,0.9999768018722535,3.365217447280884,5.221355342864991
D,2030,10,5,5,3.36056227684021,0.9999754667282105,3.365217447280884,5.345731353759765
D,2030,11,5,5,3.4167681694030763,0.9999720811843872,3.449003934860229,5.304940319061279
D,2030,12,4,4,3.447755217552185,0.9999747574329376,3.496971607208252,5.363633632659912
