generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.252324342727661,0.9998268485069275,2.752410888671875,2.862971782684326,0.44224387407302856,2.752410888671875,6.173703670501709,0.03512546047568321,True
2,3.344236135482788,0.9999394416809082,2.844266414642334,2.9631781578063965,0.47564697265625,2.844266414642334,5.651030540466309,0.0,True
3,3.3979592323303223,0.9649049639701843,2.9155068397521973,3.0104434490203857,0.3797459602355957,2.9155068397521973,5.765873908996582,0.0,True
4,3.433927059173584,0.9999415874481201,2.9339563846588135,3.057584285736084,0.49451127648353577,2.9339563846588135,5.685438632965088,0.0,True
5,3.5291268825531006,0.9840750694274902,3.0370893478393555,3.1409847736358643,0.41558173298835754,3.0370893478393555,5.764285564422607,0.0,True
6,3.611298084259033,0.9898622035980225,3.1163668632507324,3.22135853767395,0.41996675729751587,3.1163668632507324,5.755190849304199,0.0,True
7,3.698127031326294,0.9791107773780823,3.208571672439575,3.3063411712646484,0.39107823371887207,3.208571672439575,5.752081871032715,0.0,True
8,3.726776123046875,0.9962422847747803,3.2286550998687744,3.3272297382354736,0.39429810643196106,3.2286550998687744,5.805967330932617,0.0,True
9,3.7785286903381348,0.9991703033447266,3.2789435386657715,3.3798930644989014,0.4037976861000061,3.2789435386657715,5.68507194519043,0.0,True
10,3.837829828262329,0.9994696974754333,3.33809494972229,3.4396157264709473,0.40608274936676025,3.33809494972229,5.708779811859131,0.0,True
11,3.9136850833892822,0.9979997277259827,3.4146852493286133,3.5060362815856934,0.3654036819934845,3.4146852493286133,5.933651447296143,0.0,True
12,3.9592907428741455,0.9994507431983948,3.4595654010772705,3.543806552886963,0.3369644284248352,3.4595654010772705,5.895205020904541,0.0,True
