seed_idx,initial_score,refined_score,score_gain,novelty_to_population,p_sweet,pred_logsw,d_ood
2,2.0685994625091553,3.444934844970703,1.3763353824615479,1.220230221748352,0.9646021127700806,2.9626338481903076,6.059398651123047
1,1.3387386798858643,3.189199686050415,1.8504610061645508,1.1303203105926514,0.8121233582496643,2.7831380367279053,6.152947425842285
0,2.067713975906372,3.147455930709839,1.0797419548034668,1.2073616981506348,0.9269430041313171,2.6839845180511475,6.2792181968688965
