generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,9.798250198364258,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
2,9.860095024108887,0.9997952580451965,2.4435818195343018,2.4435818195343018,0.14848509430885315,2.4435818195343018,6.536881446838379,0.4105367660522461,9.360197067260742,0.6329301595687866,2.943479537963867,False
3,10.19790267944336,0.9909231066703796,2.0549068450927734,2.0549068450927734,0.18340171873569489,2.0549068450927734,5.302546501159668,0.0,9.702441215515137,0.3116247355937958,2.550368309020996,False
4,10.397743225097656,0.9741314053535461,1.9504352807998657,1.9504352807998657,0.15476331114768982,1.9504352807998657,5.288743019104004,0.0,9.910677909851074,0.37223532795906067,2.4375009536743164,False
5,10.397743225097656,0.9741314053535461,1.9504352807998657,1.9504352807998657,0.15476331114768982,1.9504352807998657,5.288743019104004,0.0,9.910677909851074,0.37223532795906067,2.4375009536743164,False
6,10.6404390335083,0.9997156262397766,2.738384485244751,2.738384485244751,0.1700124889612198,2.738384485244751,5.342751979827881,0.0,10.140581130981445,0.49967876076698303,3.2382423877716064,False
7,10.652289390563965,0.9997404217720032,2.7180540561676025,2.7180540561676025,0.0990661159157753,2.7180540561676025,5.654565811157227,0.0,10.152419090270996,0.5324193239212036,3.2179243564605713,False
8,10.902630805969238,0.9998472929000854,2.570405960083008,2.570405960083008,0.1948378086090088,2.570405960083008,5.322682857513428,0.0,10.40270709991455,0.5689398646354675,3.0703296661376953,False
9,11.047867774963379,0.99989914894104,2.550299882888794,2.550299882888794,0.24063704907894135,2.550299882888794,5.370304584503174,0.0,10.547918319702148,0.5322790741920471,3.0502495765686035,False
10,11.125438690185547,0.9997089505195618,2.807446002960205,2.807446002960205,0.12303167581558228,2.807446002960205,5.697862148284912,0.0,10.625584602355957,0.5261395573616028,3.307300567626953,True
11,11.125438690185547,0.9997089505195618,2.807446002960205,2.807446002960205,0.12303167581558228,2.807446002960205,5.697862148284912,0.0,10.625584602355957,0.5261395573616028,3.307300567626953,True
12,11.192914009094238,0.9998075366020203,2.7021143436431885,2.7021143436431885,0.1435670107603073,2.7021143436431885,5.7034735679626465,0.0,10.693010330200195,0.47521522641181946,3.2020180225372314,False
