generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.414327621459961,0.9999387264251709,2.914358377456665,3.0107970237731934,0.3857542872428894,2.914358377456665,5.214848518371582,0.0,True
2,3.476984977722168,0.9999276399612427,2.9770212173461914,3.0780155658721924,0.4039776921272278,2.9770212173461914,5.207600116729736,0.0,True
3,3.645637273788452,0.9999672174453735,3.14565372467041,3.2604877948760986,0.45933645963668823,3.14565372467041,4.830026149749756,0.0,True
4,3.6500039100646973,0.9999690055847168,3.150019407272339,3.2642669677734375,0.4569903016090393,3.150019407272339,4.825838088989258,0.0,True
5,3.719038724899292,0.9999440908432007,3.219066619873047,3.315828800201416,0.3870483934879303,3.219066619873047,4.932950019836426,0.0,True
6,3.756059408187866,0.9999628067016602,3.256078004837036,3.3560783863067627,0.4000011682510376,3.256078004837036,4.88580322265625,0.0,True
7,3.8583528995513916,0.9999524354934692,3.3583767414093018,3.466968536376953,0.43436676263809204,3.3583767414093018,4.760939121246338,0.0,True
8,3.886782646179199,0.9999622106552124,3.3868014812469482,3.4883034229278564,0.40600821375846863,3.3868014812469482,4.771521091461182,0.0,True
9,3.915174961090088,0.999957799911499,3.415196180343628,3.515622615814209,0.4017059803009033,3.415196180343628,4.900818347930908,0.0,True
10,3.97061824798584,0.9999172687530518,3.4706594944000244,3.560549259185791,0.35955947637557983,3.4706594944000244,5.015641212463379,0.0,True
11,3.97061824798584,0.9999172687530518,3.4706594944000244,3.560549259185791,0.35955947637557983,3.4706594944000244,5.015641212463379,0.0,True
12,3.9987361431121826,0.9999521970748901,3.4987599849700928,3.602512836456299,0.4150116741657257,3.4987599849700928,4.893087387084961,0.0,True
