generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.25230956077575684,1.9645957946777344,3.6750826835632324,3.6750826835632324,2.966479539871216,1.4966145753860474,1.4966145753860474,3.267822027206421,3.267822027206421,2.4933454990386963,0.965093731880188,0.8145214319229126,5.8132429122924805,5.6635942459106445,1,0.03333333333333333,0
2,60,30.976815700531006,2.9263713359832764,3.721156597137451,3.721156597137451,3.442122220993042,2.4694151878356934,2.4694151878356934,3.321150302886963,3.321150302886963,2.9943957328796387,0.9582890272140503,0.8000125885009766,6.630081653594971,5.680161476135254,8,0.26666666666666666,0
3,90,45.41079044342041,3.338937997817993,3.7214787006378174,3.7214787006378174,3.646944522857666,2.9149961471557617,2.9149961471557617,3.2968766689300537,3.321150302886963,3.2699928283691406,0.9080254435539246,0.8492039442062378,6.654464244842529,5.68489933013916,19,0.6333333333333333,0
4,120,51.1810188293457,3.5924460887908936,3.8935489654541016,3.8935489654541016,3.7636680603027344,3.1846890449523926,3.1846890449523926,3.406856060028076,3.406856060028076,3.3247616291046143,0.8616606593132019,0.973385751247406,5.910380840301514,5.71444034576416,22,0.7333333333333333,0
5,150,57.45344114303589,3.7307965755462646,3.9548192024230957,3.9548192024230957,3.8633530139923096,3.310042142868042,3.309751272201538,3.462296724319458,3.462296724319458,3.408210277557373,0.8642212152481079,0.9850451350212097,5.674315929412842,5.7040276527404785,22,0.7333333333333333,0
6,180,63.85883188247681,3.811835765838623,3.981219530105591,3.981219530105591,3.925109386444092,3.3751819133758545,3.374704122543335,3.5143227577209473,3.5143227577209473,3.4538350105285645,0.8936447501182556,0.9337937235832214,5.663412094116211,5.568547248840332,26,0.8666666666666667,0
7,210,71.58070731163025,3.8888657093048096,4.027511119842529,4.027511119842529,3.991778612136841,3.425441265106201,3.417603015899658,3.550459146499634,3.550459146499634,3.5202927589416504,0.9279683232307434,0.9541035294532776,5.6456780433654785,5.600744724273682,29,0.9666666666666667,0
8,240,79.03169345855713,3.9569220542907715,4.095545291900635,4.095545291900635,4.036884307861328,3.499523878097534,3.4731674194335938,3.6371164321899414,3.6371164321899414,3.562910795211792,0.9192849397659302,0.9168577194213867,5.622738838195801,5.61833381652832,29,0.9666666666666667,0
9,270,85.84720087051392,4.030828475952148,4.203216075897217,4.203216075897217,4.120267391204834,3.5627501010894775,3.4925668239593506,3.729904890060425,3.729904890060425,3.6474413871765137,0.9374564290046692,0.9466220736503601,5.647264003753662,5.687687397003174,28,0.9333333333333333,0
10,300,92.32284879684448,4.124577522277832,4.301812171936035,4.301812171936035,4.206639289855957,3.6426422595977783,3.4967312812805176,3.806720018386841,3.806720018386841,3.7191154956817627,0.9649080634117126,0.9901843070983887,5.668686389923096,5.848458766937256,29,0.9666666666666667,0
11,330,93.3222918510437,4.175341606140137,4.301812171936035,4.301812171936035,4.2439470291137695,3.6907546520233154,3.5,3.806720018386841,3.806720018386841,3.7555434703826904,0.9691755771636963,0.9901843070983887,5.6686625480651855,5.848458766937256,30,1.0,1
12,360,102.33261442184448,4.229817867279053,4.339161396026611,4.339161396026611,4.287067890167236,3.7444779872894287,3.5,3.8455028533935547,3.8455028533935547,3.795912265777588,0.9706797003746033,0.9873175024986267,5.742950916290283,5.828994274139404,30,1.0,0
