generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success
1,3.6750826835632324,0.8145214319229126,3.267822027206421,3.3986668586730957,0.5233796238899231,3.267822027206421,5.6635942459106445,0.0,True
2,3.721156597137451,0.8000125885009766,3.321150302886963,3.4586715698242188,0.55008465051651,3.321150302886963,5.680161476135254,0.0,True
3,3.7214787006378174,0.8492039442062378,3.2968766689300537,3.4191513061523438,0.48909851908683777,3.2968766689300537,5.68489933013916,0.0,True
4,3.8935489654541016,0.973385751247406,3.406856060028076,3.481151580810547,0.29718175530433655,3.406856060028076,5.71444034576416,0.0,True
5,3.9548192024230957,0.9850451350212097,3.462296724319458,3.5450358390808105,0.33095690608024597,3.462296724319458,5.7040276527404785,0.0,True
6,3.981219530105591,0.9337937235832214,3.5143227577209473,3.6142430305480957,0.39968112111091614,3.5,5.568547248840332,0.0,True
7,4.027511119842529,0.9541035294532776,3.550459146499634,3.643282413482666,0.37129321694374084,3.5,5.600744724273682,0.0,True
8,4.095545291900635,0.9168577194213867,3.6371164321899414,3.7429301738739014,0.4232548177242279,3.5,5.61833381652832,0.0,True
9,4.203216075897217,0.9466220736503601,3.729904890060425,3.846104383468628,0.46479758620262146,3.5,5.687687397003174,0.0,True
10,4.301812171936035,0.9901843070983887,3.806720018386841,3.900048017501831,0.3733123242855072,3.5,5.848458766937256,0.0,True
11,4.301812171936035,0.9901843070983887,3.806720018386841,3.900048017501831,0.3733123242855072,3.5,5.848458766937256,0.0,True
12,4.339161396026611,0.9873175024986267,3.8455028533935547,3.936819076538086,0.3652651011943817,3.5,5.828994274139404,0.0,True
