generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,mean_docking_score,best_docking_score,mean_gated_base_score,best_gated_base_score,success_count,success_rate,no_improve,method,seed
3,90,0.4448544979095459,9.32020378112793,9.785848617553713,9.785848617553713,9.479439735412598,2.234577178955078,2.234577178955078,2.5806381702423096,2.5806381702423096,2.3513875007629395,0.8005295395851135,0.5309260487556458,6.324846267700195,6.524044036865234,9.32020378112793,9.785848617553713,2.5891849994659424,2.8308420181274414,13,0.4333333333333333,0,Docking predictor only,2027
4,120,0.526437520980835,9.48890781402588,9.790268898010254,9.790268898010254,9.67363739013672,2.400787115097046,2.400787115097046,2.534041166305542,2.5806381702423096,2.545058012008667,0.7098872065544128,0.576619565486908,6.359940528869629,6.501125335693359,9.48890781402588,9.790268898010254,2.699608564376831,2.8223509788513184,18,0.6,0,Docking predictor only,2027
5,150,0.6017613410949707,9.667141914367676,9.994041442871094,9.994041442871094,9.842950820922852,2.4872472286224365,2.4872472286224365,2.649794101715088,2.649794101715088,2.592073917388916,0.7202109098434448,0.8061730861663818,6.440378189086914,6.299986839294434,9.667141914367676,9.994041442871094,2.820723295211792,3.0528807640075684,20,0.6666666666666666,0,Docking predictor only,2027
6,180,0.6850883960723877,9.821913719177246,10.030065536499023,10.030065536499023,9.922918319702148,2.5895543098449707,2.5895543098449707,2.63706922531128,2.649794101715088,2.6213865280151367,0.6496676206588745,0.7210174798965454,6.3762078285217285,6.328114986419678,9.821913719177246,10.030065536499023,2.8665339946746826,2.9975779056549072,21,0.7,0,Docking predictor only,2027
7,210,0.7595763206481934,9.917173385620115,10.165045738220217,10.165045738220217,10.044413566589355,2.6032519340515137,2.6032519340515137,2.6442794799804688,2.649794101715088,2.6262831687927246,0.73139488697052,0.6283584237098694,6.378097534179688,6.286579132080078,9.917173385620115,10.165045738220217,2.9545907974243164,2.958458662033081,25,0.8333333333333334,0,Docking predictor only,2027
8,240,0.8515994548797607,10.018946647644045,10.263944625854492,10.263944625854492,10.136907577514648,2.627646446228028,2.627646446228028,2.5791752338409424,2.649794101715088,2.6330432891845703,0.72956782579422,0.9893800616264344,6.3593058586120605,6.455995082855225,10.018946647644045,10.263944625854492,2.9780569076538086,3.0738651752471924,24,0.8,0,Docking predictor only,2027
9,270,0.9248044490814208,10.152019500732422,10.384746551513672,10.384746551513672,10.239910125732422,2.633474588394165,2.633474588394165,2.536200523376465,2.649794101715088,2.6128408908843994,0.7183095812797546,0.9929764866828918,6.351150035858154,6.523091793060303,10.152019500732422,10.384746551513672,2.981308937072754,3.032688856124878,24,0.8,0,Docking predictor only,2027
10,300,1.0142855644226074,10.227666854858398,10.488295555114746,10.488295555114746,10.324267387390137,2.628174304962158,2.628174304962158,2.694434404373169,2.694434404373169,2.61796236038208,0.7320782542228699,0.5335147380828857,6.367905139923096,6.335131645202637,10.227666854858398,10.488295555114746,2.969982624053955,2.94800353050232,24,0.8,0,Docking predictor only,2027
11,330,1.089280366897583,10.321412086486816,10.488295555114746,10.488295555114746,10.41938591003418,2.631317138671875,2.631317138671875,2.694434404373169,2.694434404373169,2.6319494247436523,0.6880980134010315,0.5335147380828857,6.388254642486572,6.335131645202637,10.321412086486816,10.488295555114746,2.940924644470215,2.94800353050232,20,0.6666666666666666,1,Docking predictor only,2027
12,360,1.1691181659698486,10.387595176696776,10.61294651031494,10.61294651031494,10.488846778869627,2.624502658843994,2.624502658843994,2.6153106689453125,2.694434404373169,2.6387720108032227,0.5972766280174255,0.7759285569190979,6.410481929779053,6.325698852539063,10.387595176696776,10.61294651031494,2.8475749492645264,3.003274917602539,15,0.5,0,Docking predictor only,2027
1,30,0.2747607231140136,7.623751640319824,9.299211502075195,9.299211502075195,8.884777069091797,1.884840488433838,1.884840488433838,1.840245604515076,1.840245604515076,2.0396695137023926,0.8013492822647095,0.9980766773223876,5.248062610626221,5.902712821960449,7.623751640319824,9.299211502075195,2.232408046722412,2.339283943176269,11,0.3666666666666666,0,Docking predictor only,2028
2,60,0.3685903549194336,8.60412311553955,9.423998832702637,9.423998832702637,9.28826141357422,2.240297079086304,2.240297079086304,1.8274608850479128,1.840245604515076,2.2205841541290283,0.863524317741394,0.99796462059021,5.799993515014648,5.880233287811279,8.60412311553955,9.423998832702637,2.6585705280303955,2.3264431953430176,15,0.5,0,Docking predictor only,2028
3,90,0.442753791809082,9.13845443725586,9.472963333129885,9.472963333129885,9.386110305786133,2.289725542068481,2.289725542068481,1.968510985374451,1.968510985374451,2.147966861724853,0.8341479897499084,0.9980548620224,6.23115873336792,5.950421333312988,9.13845443725586,9.472963333129885,2.689096689224243,2.467538356781006,16,0.5333333333333333,0,Docking predictor only,2028
4,120,0.5261423587799072,9.488393783569336,10.028629302978516,10.028629302978516,9.696218490600586,2.172194719314575,2.172194719314575,2.359458446502685,2.359458446502685,2.2631871700286865,0.9293583631515504,0.9970644116401672,6.190933704376221,5.820064067840576,9.488393783569336,10.028629302978516,2.632371425628662,2.8579907417297363,15,0.5,0,Docking predictor only,2028
5,150,0.6006779670715332,9.636855125427246,10.037897109985352,10.037897109985352,9.842666625976562,2.29940152168274,2.29940152168274,2.346238374710083,2.359458446502685,2.353792905807495,0.9629840850830078,0.9972660541534424,6.107598781585693,5.859838485717773,9.636855125427246,10.037897109985352,2.7803735733032227,2.8448715209960938,25,0.8333333333333334,0,Docking predictor only,2028
6,180,0.684880256652832,9.826383590698242,10.260290145874023,10.260290145874023,10.054964065551758,2.4017980098724365,2.4017980098724365,2.32309627532959,2.359458446502685,2.373699426651001,0.968529462814331,0.9864411950111388,6.018160820007324,5.9526872634887695,9.826383590698242,10.260290145874023,2.8860626220703125,2.816316843032837,28,0.9333333333333332,0,Docking predictor only,2028
7,210,0.7759380340576172,10.059039115905762,10.463459968566896,10.463459968566896,10.242149353027344,2.3792731761932373,2.3792731761932373,2.365173816680908,2.365173816680908,2.355881690979004,0.9868307709693908,0.9855798482894896,5.957701683044434,5.886263370513916,10.059039115905762,10.463459968566896,2.8726885318756104,2.857963800430298,29,0.9666666666666668,0,Docking predictor only,2028
8,240,0.8496816158294678,10.218466758728027,10.463459968566896,10.463459968566896,10.372501373291016,2.319194793701172,2.319194793701172,2.365173816680908,2.365173816680908,2.3380844593048096,0.9922202229499816,0.9855798482894896,5.865408420562744,5.886263370513916,10.218466758728027,10.463459968566896,2.8153042793273926,2.857963800430298,29,0.9666666666666668,1,Docking predictor only,2028
9,270,0.944293975830078,10.350316047668455,10.580687522888184,10.580687522888184,10.462526321411133,2.333810329437256,2.333810329437256,2.3247852325439453,2.365173816680908,2.354421615600586,0.9924702048301696,0.9961121678352356,5.864789962768555,5.664814472198486,10.350316047668455,10.580687522888184,2.830045223236084,2.8228414058685303,30,1.0,0,Docking predictor only,2028
