generation,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success
1,9.798250198364258,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False
2,9.931124687194824,0.9997571110725403,2.536355972290039,2.536355972290039,0.13969258964061737,2.536355972290039,5.914039134979248,0.0,9.431245803833008,0.7398850321769714,3.0362346172332764,False
3,10.365775108337402,0.9999663829803467,2.0750575065612793,2.0750575065612793,0.23260211944580078,2.0750575065612793,5.312035083770752,0.0,9.865792274475098,0.5059963464736938,2.575040817260742,False
4,10.53825569152832,0.9999638795852661,2.286914348602295,2.286914348602295,0.1596914827823639,2.286914348602295,5.579525947570801,0.0,10.038273811340332,0.5092872381210327,2.786896228790283,False
5,10.606162071228027,0.9999562501907349,2.330199718475342,2.330199718475342,0.1669938862323761,2.330199718475342,5.618277549743652,0.0,10.106184005737305,0.48685768246650696,2.8301777839660645,False
6,10.742682456970215,0.9999547004699707,2.407646656036377,2.407646656036377,0.18232804536819458,2.407646656036377,5.640944957733154,0.0,10.242705345153809,0.5476940274238586,2.9076240062713623,False
7,10.923724174499512,0.9999703168869019,2.380488872528076,2.380488872528076,0.19049616158008575,2.380488872528076,5.6146745681762695,0.0,10.423739433288574,0.5971983671188354,2.880474090576172,False
8,11.002517700195312,0.9999691247940063,2.423705577850342,2.423705577850342,0.19769524037837982,2.423705577850342,5.632679462432861,0.0,10.502532958984375,0.5836567878723145,2.9236900806427,False
9,11.005216598510742,0.9999696016311646,2.428565263748169,2.428565263748169,0.20154114067554474,2.428565263748169,5.6872711181640625,0.0,10.505231857299805,0.5743148326873779,2.9285500049591064,False
10,11.120938301086426,0.9999558925628662,2.4356207847595215,2.4356207847595215,0.16430450975894928,2.4356207847595215,5.730820655822754,0.0,10.620960235595703,0.5332217812538147,2.935598850250244,False
11,11.120938301086426,0.9999558925628662,2.4356207847595215,2.4356207847595215,0.16430450975894928,2.4356207847595215,5.730820655822754,0.0,10.620960235595703,0.5332217812538147,2.935598850250244,False
12,11.207962036132812,0.9999513626098633,2.4601032733917236,2.4601032733917236,0.2179756611585617,2.4601032733917236,5.906521797180176,0.0,10.707986831665039,0.508217453956604,2.9600789546966553,False
