generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,mean_docking_score,best_docking_score,mean_gated_base_score,best_gated_base_score,success_count,success_rate,no_improve
1,30,0.2549929618835449,7.89818811416626,9.798250198364258,9.798250198364258,9.305959701538086,1.884840488433838,1.884840488433838,1.8402456045150757,1.8402456045150757,2.1956381797790527,0.8013492822647095,0.9980766773223877,5.248062610626221,5.902712821960449,7.623751640319824,9.299211502075195,2.1592764854431152,2.3392839431762695,0,0.0,0
2,60,0.3202507495880127,8.966012954711914,9.922981262207031,9.922981262207031,9.60804557800293,2.2454605102539062,2.2454605102539062,1.8274608850479126,1.8402456045150757,2.0827789306640625,0.8869456648826599,0.99796462059021,5.731026649475098,5.880233287811279,8.58527946472168,9.423998832702637,2.6261940002441406,2.3264431953430176,0,0.0,0
3,90,0.381500244140625,9.51445198059082,9.971990585327148,9.971990585327148,9.85816764831543,2.1960155963897705,2.1960155963897705,1.9685109853744507,1.9685109853744507,2.0979440212249756,0.9162049889564514,0.9980548620223999,5.978883266448975,5.950421333312988,9.099488258361816,9.472963333129883,2.610980749130249,2.467538356781006,0,0.0,0
4,120,0.4401686191558838,9.94599723815918,10.678658485412598,10.678658485412598,10.200182914733887,2.152022361755371,2.152022361755371,2.4340226650238037,2.4340226650238037,2.194031000137329,0.9863565564155579,0.9999560117721558,6.048062801361084,5.764151096343994,9.460031509399414,10.178680419921875,2.6379876136779785,2.9340007305145264,0,0.0,0
5,150,0.5026719570159912,10.207291603088379,10.728878021240234,10.728878021240234,10.451870918273926,2.238795042037964,2.238795042037964,2.4275107383728027,2.4340226650238037,2.4069414138793945,0.9982624053955078,0.9999743700027466,5.851953506469727,5.705595016479492,9.708160400390625,10.228890419006348,2.7379260063171387,2.9274978637695312,0,0.0,0
6,180,0.5600450038909912,10.433323860168457,10.914900779724121,10.914900779724121,10.639848709106445,2.393890142440796,2.393890142440796,2.424706220626831,2.4340226650238037,2.4167025089263916,0.9977352619171143,0.9999657869338989,5.794302463531494,5.889715671539307,9.934457778930664,10.414917945861816,2.8927576541900635,2.9246890544891357,0,0.0,0
7,210,0.6236143112182617,10.649958610534668,11.055581092834473,11.055581092834473,10.859537124633789,2.395083427429199,2.395083427429199,2.4590353965759277,2.4590353965759277,2.4272751808166504,0.9987713098526001,0.9999626874923706,5.78237771987915,5.84519624710083,10.150571823120117,10.5556001663208,2.8944690227508545,2.959016799926758,0,0.0,0
8,240,0.6908102035522461,10.825557708740234,11.055581092834473,11.055581092834473,10.965662002563477,2.4170684814453125,2.4170684814453125,2.4590353965759277,2.4590353965759277,2.421428918838501,0.9999669790267944,0.9999626874923706,5.85242223739624,5.84519624710083,10.32557487487793,10.5556001663208,2.9170517921447754,2.959016799926758,0,0.0,1
9,270,0.7498033046722412,10.947443962097168,11.099955558776855,11.099955558776855,11.031434059143066,2.425751209259033,2.425751209259033,2.5464510917663574,2.5464510917663574,2.4464259147644043,0.9999648928642273,0.9999617338180542,5.878846168518066,5.89652156829834,10.447460174560547,10.599974632263184,2.925734281539917,3.0464320182800293,0,0.0,0
10,300,0.810370922088623,11.008008003234863,11.137526512145996,11.137526512145996,11.086830139160156,2.4439988136291504,2.4439988136291504,2.3013062477111816,2.5464510917663574,2.452911138534546,0.9999620318412781,0.9999709129333496,5.8882527351379395,5.811695575714111,10.508025169372559,10.637540817260742,2.9439797401428223,2.8012917041778564,0,0.0,0
11,330,0.8768126964569092,11.064412117004395,11.154691696166992,11.154691696166992,11.127925872802734,2.43566632270813,2.43566632270813,2.60490083694458,2.60490083694458,2.4328317642211914,0.9999614357948303,0.999941349029541,5.856488227844238,5.992481708526611,10.564432144165039,10.6547212600708,2.9356465339660645,3.1048715114593506,0,0.0,0
12,360,0.9351823329925537,11.117440223693848,11.265365600585938,11.265365600585938,11.195012092590332,2.4191393852233887,2.4191393852233887,2.2992873191833496,2.60490083694458,2.4755587577819824,0.99996417760849,0.9999580383300781,5.886109352111816,5.807352066040039,10.617459297180176,10.765386581420898,2.919121026992798,2.7992663383483887,0,0.0,0
