generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,success_count,success_rate,no_improve
1,30,0.23814988136291504,2.1047186851501465,3.151421546936035,3.151421546936035,2.921962022781372,1.6400892734527588,1.6400892734527588,2.6522164344787598,2.6522164344787598,2.4457995891571045,0.9692744016647339,0.9984103441238403,5.9597930908203125,6.269123554229736,2,0.06666666666666667,0
2,60,19.61906886100769,2.840792417526245,3.3648951053619385,3.3648951053619385,3.1538755893707275,2.3507628440856934,2.3507628440856934,2.865833044052124,2.865833044052124,2.6552488803863525,0.9921033978462219,0.9981241822242737,6.227266311645508,6.146170616149902,8,0.26666666666666666,0
3,90,28.622557878494263,3.0405662059783936,3.3648951053619385,3.3648951053619385,3.2551560401916504,2.641451835632324,2.641451835632324,2.865833044052124,2.865833044052124,2.756608724594116,0.9072762131690979,0.9981241822242737,6.309622764587402,6.146170616149902,17,0.5666666666666667,1
4,120,36.45952224731445,3.2664952278137207,3.648634195327759,3.648634195327759,3.3962745666503906,2.779409170150757,2.779409170150757,3.155078649520874,3.155078649520874,2.897581100463867,0.9826620817184448,0.9871112704277039,6.116191387176514,6.144871711730957,28,0.9333333333333333,0
5,150,47.591583013534546,3.389082670211792,3.80351185798645,3.80351185798645,3.5890583992004395,2.892855167388916,2.892855167388916,3.3045194149017334,3.3045194149017334,3.0936479568481445,0.9924553036689758,0.9979850053787231,6.071442604064941,6.011475563049316,30,1.0,0
6,180,55.99746870994568,3.52404522895813,3.891677141189575,3.891677141189575,3.7097911834716797,3.0298309326171875,3.0298309326171875,3.3940184116363525,3.3940184116363525,3.2222771644592285,0.9884289503097534,0.9953174591064453,6.09869384765625,6.1885905265808105,30,1.0,0
7,210,69.64838290214539,3.6874172687530518,3.9821784496307373,3.9821784496307373,3.8322081565856934,3.197824239730835,3.197824239730835,3.4832725524902344,3.4832725524902344,3.3357162475585938,0.9791843891143799,0.9978116154670715,6.14222526550293,6.230226993560791,30,1.0,0
8,240,79.6015887260437,3.799276828765869,4.019021511077881,4.019021511077881,3.9438576698303223,3.304809808731079,3.3036439418792725,3.520026445388794,3.520026445388794,3.4452576637268066,0.988933801651001,0.9979902505874634,6.150430679321289,6.270643711090088,30,1.0,0
9,270,90.10118079185486,3.9333932399749756,4.028900146484375,4.028900146484375,4.006130695343018,3.435002088546753,3.4314076900482178,3.530027389526367,3.530027389526367,3.507394790649414,0.9967820048332214,0.9977453351020813,6.196358680725098,6.349166393280029,30,1.0,0
10,300,94.73344922065735,3.968036651611328,4.062537670135498,4.062537670135498,4.024747371673584,3.470707654953003,3.4614670276641846,3.5647194385528564,3.5647194385528564,3.5270743370056152,0.9946575164794922,0.9956368803977966,6.228851318359375,6.200127601623535,30,1.0,0
11,330,105.42642569541931,4.003759860992432,4.098673343658447,4.098673343658447,4.048746109008789,3.506633996963501,3.483409881591797,3.5997753143310547,3.5997753143310547,3.5510189533233643,0.9942513108253479,0.9977960586547852,6.27868127822876,6.282975196838379,30,1.0,0
12,360,116.05449199676514,4.026798725128174,4.118130207061768,4.118130207061768,4.075063228607178,3.5307745933532715,3.4932186603546143,3.6191132068634033,3.6191132068634033,3.5777058601379395,0.9920489192008972,0.9980344176292419,6.268594264984131,6.3622941970825195,30,1.0,0
